prefix	deprecated	name	description
ps	False	Pennsieve	Pennsieve is a publicly accessible Scientific Data Management and publication platform. The platform supports data curation, sharing and publishing complex scientific datasets with a focus on integration between graph-based metadata and file-archival. The platform provides a "peer"-reviewed publication mechanism and public datasets are available through its Discover Web Application and APIs.
