date	prefix	url	message	context
2022-09-15	bitterdb.cpd	http://bitterdb.agri.huji.ac.il/bitterdb/compound.php?id=46	SSLError	HTTPSConnectionPool(host='bitterdb.agri.huji.ac.il', port=443): Max retries exceeded with url: /bitterdb/compound.php?id=46 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))
2022-09-15	bitterdb.rec	http://bitterdb.agri.huji.ac.il/Receptor.php?id=1	SSLError	HTTPSConnectionPool(host='bitterdb.agri.huji.ac.il', port=443): Max retries exceeded with url: /Receptor.php?id=1 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))
2022-09-15	bmrb	http://rest.bmrb.wisc.edu/bmrb/15000/html	HTTP 404	404
2022-09-15	brenda.ligandgroup	https://www.brenda-enzymes.de/ligand.php?brenda_group_id=18030	ReadTimeout	HTTPSConnectionPool(host='www.brenda-enzymes.de', port=443): Read timed out. (read timeout=15)
2022-09-15	bs	https://biopragmatics.github.io/providers/bs/00042	HTTP 404	404
2022-09-15	bugbase.expt	http://bugs.sgul.ac.uk/bugsbase/tabs/experiment.php?expt_id=288&action=view	ConnectTimeout	HTTPConnectionPool(host='bugs.sgul.ac.uk', port=80): Max retries exceeded with url: /bugsbase/tabs/experiment.php?expt_id=288&action=view (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x11ee3b070>, 'Connection to bugs.sgul.ac.uk timed out. (connect timeout=15)'))
2022-09-15	bugbase.protocol	http://bugs.sgul.ac.uk/bugsbase/tabs/protocol.php?protocol_id=67&amp;action=view	ConnectTimeout	HTTPConnectionPool(host='bugs.sgul.ac.uk', port=80): Max retries exceeded with url: /bugsbase/tabs/protocol.php?protocol_id=67&amp;action=view (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x11ee3bd60>, 'Connection to bugs.sgul.ac.uk timed out. (connect timeout=15)'))
2022-09-15	bykdb	https://bykdb.ibcp.fr/data/html/annotated/A0A009E7X8.html	SSLError	"HTTPSConnectionPool(host='bykdb.ibcp.fr', port=443): Max retries exceeded with url: /data/html/annotated/A0A009E7X8.html (Caused by SSLError(CertificateError(""hostname 'bykdb.ibcp.fr' doesn't match either of 'npsa-prabi.ibcp.fr', 'npsa-pbil.ibcp.fr'"")))"
2022-09-15	ccds	http://www.ncbi.nlm.nih.gov/CCDS/CcdsBrowse.cgi?REQUEST=CCDS&DATA=CCDS13573.1	ReadTimeout	HTTPSConnectionPool(host='www.ncbi.nlm.nih.gov', port=443): Read timed out. (read timeout=15)
2022-09-15	cdpd	http://webprod3.hc-sc.gc.ca/dpd-bdpp/info.do?lang=eng&code=63250	ConnectionError	HTTPConnectionPool(host='webprod3.hc-sc.gc.ca', port=80): Max retries exceeded with url: /dpd-bdpp/info.do?lang=eng&code=63250 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11f7c0b20>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	cellbank.australia	https://www.cellbankaustralia.com/ab-1-ha.html	HTTP 404	404
2022-09-15	cghdb	http://www.cghtmd.jp/CGHDatabase/mapViewer?hid=300165/p13898_2106T&aid=%t&lang=en	SSLError	HTTPSConnectionPool(host='www.cghtmd.jp', port=443): Max retries exceeded with url: /CNVDatabase?hid=300165/p13898_2106T&aid=%2525t&lang=en (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)')))
2022-09-15	charprot	http://www.jcvi.org/charprotdb/index.cgi/view/CH_001923	HTTP 404	404
2022-09-15	clinvar	https://www.ncbi.nlm.nih.gov/clinvar/variation/12345	HTTP 502	502
2022-09-15	clinvar.submission	http://www.ncbi.nlm.nih.gov/clinvar?term=SCV000151292	HTTP 502	502
2022-09-15	cls	https://cls.shop/300108/p3934_A-172	HTTP 404	404
2022-09-15	cmecs	https://cmecscatalog.org/cmecs/classification/unit/595.html	SSLError	"HTTPSConnectionPool(host='cmecscatalog.org', port=443): Max retries exceeded with url: /cmecs/classification/unit/595.html (Caused by SSLError(CertificateError(""hostname 'cmecscatalog.org' doesn't match either of '*.parkingcrew.net', 'parkingcrew.net'"")))"
2022-09-15	co_320	https://www.cropontology.org/rdf/CO_320:0000618	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_320:0000618 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f7c5d00>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_321	https://www.cropontology.org/rdf/CO_321:0000449	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_321:0000449 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa4de20>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_322	https://www.cropontology.org/rdf/CO_322:0000773	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_322:0000773 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11ee3b250>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_323	https://www.cropontology.org/rdf/CO_323:0000252	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_323:0000252 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa32880>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_324	https://www.cropontology.org/rdf/CO_324:0000111	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_324:0000111 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f34c9d0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_325	https://www.cropontology.org/rdf/CO_325:0000519	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_325:0000519 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f34c940>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_326	https://www.cropontology.org/rdf/CO_326:0000254	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_326:0000254 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa27670>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_327	https://www.cropontology.org/rdf/CO_327:0000095	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_327:0000095 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa4d8e0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_330	https://www.cropontology.org/rdf/CO_330:0000106	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_330:0000106 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f9e7f10>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_331	https://www.cropontology.org/rdf/CO_331:0000088	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_331:0000088 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f34c880>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_333	https://www.cropontology.org/rdf/CO_333:3000045	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_333:3000045 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f9e7af0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_334	https://www.cropontology.org/rdf/CO_334:0000070	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_334:0000070 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f34c940>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_335	https://www.cropontology.org/rdf/CO_335:0000189	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_335:0000189 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa5b190>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_336	https://www.cropontology.org/rdf/CO_336:0000339	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_336:0000339 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa5b340>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_337	https://www.cropontology.org/rdf/CO_337:0000054	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_337:0000054 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa32760>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_338	https://www.cropontology.org/rdf/CO_338:0000138	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_338:0000138 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f34c640>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_339	https://www.cropontology.org/rdf/CO_339:0000032	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_339:0000032 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f7d53d0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_340	https://www.cropontology.org/rdf/CO_340:0000639	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_340:0000639 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa32f40>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_341	https://www.cropontology.org/rdf/CO_341:0000140	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_341:0000140 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f9f4f10>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_343	https://www.cropontology.org/rdf/CO_343:0100010	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_343:0100010 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11ef10f10>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_345	https://www.cropontology.org/rdf/CO_345:0000127	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_345:0000127 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa4d880>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_346	https://www.cropontology.org/rdf/CO_346:0000199	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_346:0000199 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f9f4940>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_347	https://www.cropontology.org/rdf/CO_347:0000108	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_347:0000108 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f8f3f40>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_348	https://www.cropontology.org/rdf/CO_348:1100107	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_348:1100107 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f9f4ca0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_350	https://www.cropontology.org/rdf/CO_350:0000215	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_350:0000215 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa5f0d0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_356	https://www.cropontology.org/rdf/CO_356:4000027	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_356:4000027 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa5f250>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_357	https://www.cropontology.org/rdf/CO_357:1000290	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_357:1000290 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11ee31400>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_358	https://www.cropontology.org/rdf/CO_358:0000139	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_358:0000139 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11ee31e20>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_359	https://www.cropontology.org/rdf/CO_359:0000947	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_359:0000947 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f9bbb20>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_360	https://www.cropontology.org/rdf/CO_360:0000071	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_360:0000071 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11fa32ac0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_365	https://www.cropontology.org/rdf/CO_365:0000205	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_365:0000205 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f7ce190>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	co_366	https://www.cropontology.org/rdf/CO_366:0000072	ConnectionError	HTTPSConnectionPool(host='cropontology.orgrdf', port=443): Max retries exceeded with url: /CO_366:0000072 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f9cb370>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	come	https://www.flymine.org/come/entry?gn=MOL000160	ReadTimeout	HTTPSConnectionPool(host='www.flymine.org', port=443): Read timed out. (read timeout=15)
2022-09-15	compulyeast	http://compluyeast2dpage.dacya.ucm.es/cgi-bin/2d/2d.cgi?ac=O08709	ConnectionError	HTTPConnectionPool(host='compluyeast2dpage.dacya.ucm.es', port=80): Max retries exceeded with url: /cgi-bin/2d/2d.cgi?ac=O08709 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11ee3b2b0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	crisprdb	http://crispr.i2bc.paris-saclay.fr/cgi-bin/crispr/SpecieProperties_db.cgi?Taxon_id[]=551115	SSLError	HTTPSConnectionPool(host='crispr.i2bc.paris-saclay.fr', port=443): Max retries exceeded with url: /cgi-bin/crispr/SpecieProperties_db.cgi?Taxon_id%255B%255D=551115 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)')))
2022-09-15	darc	http://darcsite.genzentrum.lmu.de/darc/view.php?id=1250	ConnectionError	HTTPConnectionPool(host='darcsite.genzentrum.lmu.de', port=80): Max retries exceeded with url: /darc/view.php?id=1250 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11fa7a070>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	dbd	http://www.transcriptionfactor.org/index.cgi?Search/Domain+domain:0045310+cat:DBD	HTTP 404	404
2022-09-15	dbprobe	https://www.ncbi.nlm.nih.gov/probe/?term=1000000	HTTP 410	410
2022-09-15	dev.ga4ghdos	https://dos-gdc.ucsc-cgp-dev.org/ga4gh/dos/v1/dataobjects/23fa7b4b-9d68-429b-aece-658b11124bb3#2017-03-24T18:43:16.886826-05:00	ConnectionError	HTTPSConnectionPool(host='dos-gdc.ucsc-cgp-dev.org', port=443): Max retries exceeded with url: /ga4gh/dos/v1/dataobjects/23fa7b4b-9d68-429b-aece-658b11124bb3 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f7c5460>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	dicom	http://dicom.nema.org/resources/ontology/DCM/109082	HTTP 404	404
2022-09-15	dictybase	http://dictybase.org/gene/DDB0191090	HTTP 500	500
2022-09-15	dip	https://dip.doe-mbi.ucla.edu/dip/DIPview.cgi?ID=DIP-743N	SSLError	HTTPSConnectionPool(host='dip.doe-mbi.ucla.edu', port=443): Max retries exceeded with url: /dip/DIPview.cgi?ID=DIP-743N (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))
2022-09-15	diseasesdb	https://www.diseasesdatabase.com/ddb1784.htm	ConnectTimeout	HTTPSConnectionPool(host='www.diseasesdatabase.com', port=443): Max retries exceeded with url: /ddb1784.htm (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x11fa32340>, 'Connection to www.diseasesdatabase.com timed out. (connect timeout=15)'))
2022-09-15	dommino	http://orion.rnet.missouri.edu/~nz953/DOMMINO/index.php/result/show_network/2GC4	ConnectTimeout	HTTPConnectionPool(host='orion.rnet.missouri.edu', port=80): Max retries exceeded with url: /~nz953/DOMMINO/index.php/result/show_network/2GC4 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x11f7d7280>, 'Connection to orion.rnet.missouri.edu timed out. (connect timeout=15)'))
2022-09-15	dpv	http://www.dpvweb.net/dpv/showdpv.php?dpvno=100	HTTP 404	404
2022-09-15	dto	http://www.drugtargetontology.org/dto/DTO_90000018	HTTP 404	404
2022-09-15	ecogene	http://www.ecogene.org/gene/EG10173	ConnectTimeout	HTTPConnectionPool(host='www.ecogene.org', port=80): Max retries exceeded with url: /gene/EG10173 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x11f81bf40>, 'Connection to www.ecogene.org timed out. (connect timeout=15)'))
2022-09-15	edda	http://ontologies.dbmi.pitt.edu/edda/StudyDesigns.owl#health_care_quality_assessment	ConnectionError	HTTPConnectionPool(host='ontologies.dbmi.pitt.edu', port=80): Max retries exceeded with url: /edda/StudyDesigns.owl (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11fa36fd0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	enm	http://purl.enanomapper.org/onto/ENM_8000221	ConnectionError	HTTPConnectionPool(host='purl.enanomapper.org', port=80): Max retries exceeded with url: /onto/ENM_8000221 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11f840a00>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	ensembl.fungi	https://fungi.ensembl.org/id/CADAFLAT00006211	ReadTimeout	HTTPSConnectionPool(host='fungi.ensembl.org', port=443): Read timed out. (read timeout=15)
2022-09-15	epio	http://purl.obolibrary.org/obo/EPIO_0000011	HTTP 404	404
2022-09-15	epso	http://www.case.edu/EpilepsyOntology.owl#0000400	HTTP 404	404
2022-09-15	euclinicaltrials	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-005144-16	SSLError	HTTPSConnectionPool(host='www.clinicaltrialsregister.eu', port=443): Max retries exceeded with url: /ctr-search/search?query=2008-005144-16 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))
2022-09-15	exac.gene	http://exac.broadinstitute.org/gene/ENSG00000169174	HTTP 404	404
2022-09-15	exac.transcript	http://exac.broadinstitute.org/transcript/ENST00000407236	HTTP 404	404
2022-09-15	exac.variant	http://exac.broadinstitute.org/variant/22-46615880-T-C	HTTP 404	404
2022-09-15	fbbt	https://flybase.org/cgi-bin/cvreport.pl?id=FBbt:00007294	HTTP 403	403
2022-09-15	fbrf	https://flybase.org/reports/FBrf0187632	HTTP 403	403
2022-09-15	fbtc	https://flybase.org/reports/FBtc0000190	HTTP 403	403
2022-09-15	fcb	https://w3id.org/faircookbook/FCB005	SSLError	HTTPSConnectionPool(host='faircookbook.elixir-europe.org', port=443): Max retries exceeded with url: /content/recipes/infrastructure/vocabularies/UC3_R13_local_ontology_services.html (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))
2022-09-15	fishbase.species	https://www.fishbase.ca/summary/6472	HTTP 403	403
2022-09-15	flybase	https://flybase.org/reports/FBgn0011293	HTTP 403	403
2022-09-15	foaf	http://xmlns.com/foaf/0.1/familyName	HTTP 404	404
2022-09-15	foodb.food	https://foodb.ca/foods/FOOD00020	HTTP 500	500
2022-09-15	fossilworks.journal	http://fossilworks.org/?a=referenceInfo&reference_no=61467	ConnectionError	HTTPConnectionPool(host='fossilworks.org', port=80): Max retries exceeded with url: /?a=referenceInfo&reference_no=61467 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11efcc460>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	fsnp	http://compbio.cs.queensu.ca/cgi-bin/compbio/search/main.cgi?search_mode=id&amp;id_type=snp_id&amp;id_val=rs17852708	ConnectTimeout	HTTPConnectionPool(host='compbio.cs.queensu.ca', port=80): Max retries exceeded with url: /cgi-bin/compbio/search/main.cgi?search_mode=id&amp;id_type=snp_id&amp;id_val=rs17852708 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x11f9e7bb0>, 'Connection to compbio.cs.queensu.ca timed out. (connect timeout=15)'))
2022-09-15	funcbase.fly	http://func.mshri.on.ca/fly/genes/list_functional_scores/10194	ConnectionError	HTTPConnectionPool(host='func.mshri.on.ca', port=80): Max retries exceeded with url: /fly/genes/list_functional_scores/10194 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11fa6d580>: Failed to establish a new connection: [Errno 51] Network is unreachable'))
2022-09-15	funcbase.human	http://func.mshri.on.ca/human/genes/list_functional_scores/119514	ConnectionError	HTTPConnectionPool(host='func.mshri.on.ca', port=80): Max retries exceeded with url: /human/genes/list_functional_scores/119514 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11fa32d60>: Failed to establish a new connection: [Errno 51] Network is unreachable'))
2022-09-15	funcbase.mouse	http://func.mshri.on.ca/mouse/genes/list_functional_scores/1351341	ConnectionError	HTTPConnectionPool(host='func.mshri.on.ca', port=80): Max retries exceeded with url: /mouse/genes/list_functional_scores/1351341 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11f84dd90>: Failed to establish a new connection: [Errno 51] Network is unreachable'))
2022-09-15	funcbase.yeast	http://func.mshri.on.ca/yeast/genes/list_functional_scores/2701	ConnectionError	HTTPConnectionPool(host='func.mshri.on.ca', port=80): Max retries exceeded with url: /yeast/genes/list_functional_scores/2701 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11f7cc040>: Failed to establish a new connection: [Errno 51] Network is unreachable'))
2022-09-15	gabi	http://www.gabipd.org/database/cgi-bin/GreenCards.pl.cgi?BioObjectId=2679240&Mode=ShowBioObject	HTTP 404	404
2022-09-15	gard	https://rarediseases.info.nih.gov/diseases/6038/index	HTTP 404	404
2022-09-15	gc	https://www.ncbi.nlm.nih.gov/Taxonomy/taxonomyhome.html/index.cgi?chapter=cgencodes#SG11	ReadTimeout	HTTPSConnectionPool(host='www.ncbi.nlm.nih.gov', port=443): Read timed out. (read timeout=15)
2022-09-15	genecards	https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABL1	HTTP 403	403
2022-09-15	genefarm	https://urgi.versailles.inra.fr/Genefarm/Gene/display_gene.htpl?GENE_ID=4892	HTTP 503	503
2022-09-15	glida.gpcr	http://pharminfo.pharm.kyoto-u.ac.jp/services/glida/gpcr_information.php?id=ACM1_HUMAN	HTTP 404	404
2022-09-15	glida.ligand	http://pharminfo.pharm.kyoto-u.ac.jp/services/glida/ligand_information.php?id=L000001	HTTP 404	404
2022-09-15	gmd	http://gmd.mpimp-golm.mpg.de/Metabolites/68513255-fc44-4041-bc4b-4fd2fae7541d.aspx	ReadTimeout	HTTPConnectionPool(host='gmd.mpimp-golm.mpg.de', port=80): Read timed out. (read timeout=15)
2022-09-15	graingenes.reference	https://wheat.pw.usda.gov/cgi-bin/GG3/report.cgi?class=reference&name=WGS-95-1333	SSLError	HTTPSConnectionPool(host='wheat.pw.usda.gov', port=443): Max retries exceeded with url: /cgi-bin/GG3/report.cgi?class=reference&name=WGS-95-1333 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))
2022-09-15	graingenes.symbol	http://wheat.pw.usda.gov/report?class=gene;name=1-FEH+w3	ConnectionError	HTTPConnectionPool(host='wheat.pw.usda.gov', port=80): Max retries exceeded with url: /report?class=gene;name=1-FEH+w3 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11f867b20>: Failed to establish a new connection: [Errno 61] Connection refused'))
2022-09-15	greengenes	http://greengenes.lbl.gov/cgi-bin/show_one_record_v2.pl?prokMSA_id=100000	HTTP 404	404
2022-09-15	grin.taxonomy	http://www.ars-grin.gov/cgi-bin/npgs/html/taxon.pl?19333	HTTP 404	404
2022-09-15	grsdb	http://bioinformatics.ramapo.edu/GRSDB2/geneview.php?geneID=10142	HTTP 500	500
2022-09-15	gwascentral.marker	https://www.gwascentral.org/marker/HGVM15354	HTTP 403	403
2022-09-15	hcvdb	https://euhcvdb.ibcp.fr/euHCVdb/do/displayHCVEntry?primaryAC=M58335	SSLError	"HTTPSConnectionPool(host='euhcvdb.ibcp.fr', port=443): Max retries exceeded with url: /euHCVdb/do/displayHCVEntry?primaryAC=M58335 (Caused by SSLError(CertificateError(""hostname 'euhcvdb.ibcp.fr' doesn't match either of 'npsa-prabi.ibcp.fr', 'npsa-pbil.ibcp.fr'"")))"
2022-09-15	hdr	http://research.nhgri.nih.gov/apps/homeodomain/web/index.cgi?mode=view&amp;view=proteins&amp;id=63	HTTP 404	404
2022-09-15	hogenom	http://pbil.univ-lyon1.fr/cgi-bin/view-tree.pl?db=HOGENOM5&query=HBG284870	HTTP 404	404
2022-09-15	homd.seq	http://www.homd.org/modules.php?op=modload&name=GenomeList&file=index&link=detailinfo&seqid=SEQF1003	HTTP 404	404
