date	prefix	url	message	context
2022-09-15	homd.taxon	http://www.homd.org/modules.php?op=modload&name=HOMD&view=dynamic&oraltaxonid=811	HTTP 404	404
2022-09-15	hovergen	http://pbil.univ-lyon1.fr/cgi-bin/view-tree.pl?query=HBG004341&db=HOVERGEN	HTTP 404	404
2022-09-15	hp	https://hpo.jax.org/app/browse/term/HP:0011140	SSLError	HTTPSConnectionPool(host='hpo.jax.org', port=443): Max retries exceeded with url: /app/browse/term/HP:0011140 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))
2022-09-15	hpm.protein	http://www.humanproteomemap.org/protein.php?hpm_id=1968	ConnectionError	HTTPConnectionPool(host='www.humanproteomemap.org', port=80): Read timed out.
2022-09-15	hssp	ftp://ftp.embl-heidelberg.de/pub/databases/protein_extras/hssp/102l.hssp.bz2	InvalidSchema	No connection adapters were found for 'ftp://ftp.embl-heidelberg.de/pub/databases/protein_extras/hssp/102l.hssp.bz2'
2022-09-15	icd10cm	https://icd.codes/icd10cm/F45.21	HTTP 404	404
2022-09-15	iceberg.element	http://db-mml.sjtu.edu.cn/ICEberg/feature_page.php?ice_id=100	HTTP 404	404
2022-09-15	iceberg.family	http://db-mml.sjtu.edu.cn/ICEberg/browse_result.php?type=fam&fam_id=1	HTTP 404	404
2022-09-15	idoden	http://purl.bioontology.org/ontology/IDODEN_0003463	HTTP 404	404
2022-09-15	idoo	http://registry.api.hq.identifiers.org/semanticApi/getRegistryOntology#DataCollection	ConnectionError	HTTPConnectionPool(host='registry.api.hq.identifiers.org', port=80): Max retries exceeded with url: /semanticApi/getRegistryOntology (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11f878ca0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	idot	https://biomodels.net/vocab/idot.rdf#identifierPattern	SSLError	"HTTPSConnectionPool(host='biomodels.net', port=443): Max retries exceeded with url: /vocab/idot.rdf (Caused by SSLError(CertificateError(""hostname 'biomodels.net' doesn't match either of 'www4.ebi.ac.uk', 'www.www4.ebi.ac.uk'"")))"
2022-09-15	igsr	https://www.internationalgenome.org/data-portal/sample/NA06985	SSLError	HTTPSConnectionPool(host='www.internationalgenome.org', port=443): Max retries exceeded with url: /data-portal/sample/NA06985 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)')))
2022-09-15	imanis	https://www.imanislife.com/?s=CL070	SSLError	HTTPSConnectionPool(host='www.imanislife.com', port=443): Max retries exceeded with url: /?s=CL070 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))
2022-09-15	imgt.hla	https://www.ebi.ac.uk/cgi-bin/imgt/hla/get_allele.cgi?A*01:01:01:01	HTTP 404	404
2022-09-15	inn	https://mednet-communities.net/inn/db/ViewINN.aspx?i=fluticasone	HTTP 404	404
2022-09-15	ird.segment	http://www.fludb.org/brc/fluSegmentDetails.do?ncbiGenomicAccession=CY077097	HTTP 404	404
2022-09-15	irefweb	http://wodaklab.org/iRefWeb/interaction/show/617102	SSLError	HTTPSConnectionPool(host='wodaklab.org', port=443): Max retries exceeded with url: /iRefWeb/interaction/show/617102 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1129)')))
2022-09-15	isfinder	https://www-is.biotoul.fr/scripts/ficheIS.php?name=ISA1083-2	SSLError	HTTPSConnectionPool(host='www-is.biotoul.fr', port=443): Max retries exceeded with url: /scripts/ficheIS.php?name=ISA1083-2 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))
2022-09-15	ito	https://bioportal.bioontology.org/ontologies/ITO/?p=classes&conceptid=https%3A%2F%2Fai-strategies.org%2Fontology%2FITO_01625	HTTP 404	404
2022-09-15	jstor	http://www.jstor.org/stable/3075966	HTTP 420	420
2022-09-15	kclb	https://cellbank.snu.ac.kr/english/sub/catalog.php?s_cellid=464&page=detail_info&CatNo=59&strQ=10020.2	ConnectionError	('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))
2022-09-15	langual	https://www.langual.org/langual_thesaurus.asp?termid=B2067	HTTP 406	406
2022-09-15	limore	https://www.picb.ac.cn/limore/cellLines/single?para=Li7	HTTP 403	403
2022-09-15	linkml	https://w3id.org/linkml/SchemaDefinition	SSLError	HTTPSConnectionPool(host='linkml.io', port=443): Max retries exceeded with url: /linkml-model/SchemaDefinition (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))
2022-09-15	lipidbank	http://lipidbank.jp/cgi-bin/detail.cgi?id=BBA0001	HTTP 404	404
2022-09-15	lrg	ftp://ftp.ebi.ac.uk/pub/databases/lrgex/1.xml	InvalidSchema	No connection adapters were found for 'ftp://ftp.ebi.ac.uk/pub/databases/lrgex/1.xml'
2022-09-15	mesh.2012	http://www.nlm.nih.gov/cgi/mesh/2012/MB_cgi?mode=&index=17186&view=expanded	HTTP 500	500
2022-09-15	mesh.2013	http://www.nlm.nih.gov/cgi/mesh/2013/MB_cgi?mode=&index=17165&view=expanded	HTTP 500	500
2022-09-15	mex	https://www.metabolome-express.org/datasetview.php?datasetid=36	ConnectionError	HTTPSConnectionPool(host='www.metabolome-express.org', port=443): Max retries exceeded with url: /datasetview.php?datasetid=36 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x11f8379a0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	mge	http://aclame.ulb.ac.be/perl/Aclame/Genomes/mge_view.cgi?view=info&id=mge:2	ConnectTimeout	HTTPConnectionPool(host='aclame.ulb.ac.be', port=80): Max retries exceeded with url: /perl/Aclame/Genomes/mge_view.cgi?view=info&id=mge:2 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0x11f881d90>, 'Connection to aclame.ulb.ac.be timed out. (connect timeout=15)'))
2022-09-15	micro	http://purl.obolibrary.org/obo/MICRO_0002999	HTTP 404	404
2022-09-15	millipore	https://www.merckmillipore.com/catalogue/item/SCC111	ReadTimeout	HTTPSConnectionPool(host='www.merckmillipore.com', port=443): Read timed out. (read timeout=15)
2022-09-15	mint	http://mint.bio.uniroma2.it/mint/search/inFrameInteraction.do?interactionAc=MINT-10000	HTTP 404	404
2022-09-15	mirtarbase	http://mirtarbase.mbc.nctu.edu.tw/php/detail.php?mirtid=MIRT000002	ConnectionError	HTTPConnectionPool(host='mirtarbase.mbc.nctu.edu.tw', port=80): Max retries exceeded with url: /php/detail.php?mirtid=MIRT000002 (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x11fa63520>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))
2022-09-15	mmmp.biomaps	http://www.mmmp.org/MMMP/public/biomap/viewBiomap.mmmp?id=37	HTTP 404	404
2022-09-15	mmp.cat	https://mmp.sfb.uit.no/databases/marcat/#/records/MMP743597.11	HTTP 404	404
2022-09-15	molbase	http://www.molbase.com/en/index.php?app=search&search_keyword=128796-39-4	HTTP 403	403
2022-09-15	molmedb	https://molmedb.upol.cz/mol/MM00040	SSLError	HTTPSConnectionPool(host='molmedb.upol.cz', port=443): Max retries exceeded with url: /mol/MM00040 (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)')))
2022-09-15	mpid	http://www.jcvi.org/mpidb/experiment.php?interaction_id=172	HTTP 404	404
2022-09-15	multicellds	http://multicellds.org/MultiCellDB/MCDS_S_0000000001	HTTP 404	404
2022-09-15	multicellds.cell_line	http://multicellds.org/MultiCellDB/MCDS_L_0000000001	HTTP 404	404
2022-09-15	multicellds.collection	http://multicellds.org/MultiCellDB/MCDS_C_0000000001	HTTP 404	404
2022-09-15	multicellds.snapshot	http://multicellds.org/MultiCellDB/MCDS_S_0000000001	HTTP 404	404
2022-09-15	myco.lepra	http://mycobrowser.epfl.ch/leprosysearch.php?gene+name=ML0224	HTTP 404	404
