prefix	name	homepage	description	uri_format
P3637	European Medicines Agency product number	http://ema.europa.eu/	identifier issued by the European Medicines Agency for treatments approved in the European Union	
P3720	GPnotebook ID	https://www.gpnotebook.co.uk/	ID of a topic, in the British medical database GPnotebook	https://www.gpnotebook.co.uk/simplepage.cfm?ID=$1
P3746	Wildflowers of Israel ID		identifier of a taxon in the Wildflowers of Israel database	https://www.wildflowers.co.il/english/plant.asp?ID=$1
P3784	CiteSeerX article ID (former scheme)		identifier string for a scientific article available from CiteSeer	https://citeseerx.ist.psu.edu/viewdoc/summary?doi=$1
P3795	Flora of Israel Online plant ID		identifier for a plant taxon or cultivar in the Flora of Israel Online database	https://flora.org.il/en/plants/$1
P3885	History of Modern Biomedicine ID	https://histmodbiomed.history.qmul.ac.uk	identifier of a person or topic in the History of Modern Biomedicine database	https://histmodbiomed.history.qmul.ac.uk/taxonomy/term/$1.html
P3887	KVAB member ID		identifier of member of the Royal Flemish Academy of Belgium for Science and the Arts	https://www.kvab.be/sites/default/rest/?q=leden/id/$1&_=popup&width=768&height=720&iframe=true
P3945	RANM member ID	https://www.ranm.es/academicos.html	identifier of a member of the Spanish Royal Academy of Medicine	https://www.ranm.es/academicos/$1
P3956	National Academy of Medicine (France) member ID	https://bibliotheque.academie-medecine.fr/membres/		https://www.academie-medecine.fr/composition/membres/fiche-membre/?id=$1
P3978	IECIC 2015 ID	http://www.sda.gov.cn/WS01/CL0087/140365.html	Inventory of Existing Cosmetic Ingredients in China (2015)	
P3982	TA98 Latin term	http://www.unifr.ch/ifaa/Public/EntryPage/TA98%20Tree/Alpha/All%20KWIC%20W%20LA.htm	Latin name for anatomical subject as described in Terminologia Anatomica 98	
P4011	Semantic Scholar paper ID	https://www.semanticscholar.org/	identifier for an article in the Semantic Scholar database (40 hexadecimal digits; for numeric ID see P8299)	https://www.semanticscholar.org/paper/$1
P4024	ADW taxon ID	https://animaldiversity.org/	identifier for a taxon in the Animal Diversity Web database	https://animaldiversity.org/accounts/$1/
P4028	Google Scholar paper ID	https://scholar.google.com/	identifier for a paper in Google Scholar	https://scholar.google.com/scholar?cluster=$1
P4058	FINESS ID	https://finess.esante.gouv.fr/	identifier of a medical facility in France in the FINESS directory	https://finess.esante.gouv.fr/fininter/jsp/actionDetailEtablissement.do?noFiness=$1
P4114	ADK member ID	http://www.adk.de/de/akademie/mitglieder/suche.htm	Akademie der Künste in Berlin member ID	https://www.adk.de/de/akademie/mitglieder/?we_objectID=$1
P4122	PalDat plant ID	https://www.paldat.org/	identifier for a plant species in the Palynological Database (PalDat) for pollen of the University of Vienna	https://www.paldat.org/pub/$1
P4125	Titan ID	http://titan.gbif.fr/	identifier for a taxon (Cerambycidae) in the Titan database	http://titan.gbif.fr/sel_genann1.php?numero=$1
P4168	IEDB Epitope ID	http://www.iedb.org/home_v3.php	identifier for an Epitope in the Immune Epitope Database	http://www.iedb.org/epitope/$1
P4194	CNPS ID		identifier in the California Native Plant Society database	https://rareplants.cnps.org/Plants/ODetails/$1
P4233	PatientsLikeMe condition ID	https://www.patientslikeme.com/	identifier for a condition on PatientsLikeMe, a website where patients can share health information	https://www.patientslikeme.com/conditions/$1
P4235	PatientsLikeMe treatment ID	https://patientslikeme.com	identifier for a treatment on PatientsLikeMe, a website where patients can share health information	https://www.patientslikeme.com/treatments/show/$1
P4236	PatientsLikeMe symptom ID	https://www.patientslikeme.com/	identifier for a symptom on PatientsLikeMe, a website where patients can share health information	https://www.patientslikeme.com/symptoms/show/$1
P4288	UK National Fruit Collection ID	https://nationalfruitcollection.org.uk/	identifier of a fruit (plant) variety or cultivar, in the United Kingdom National Fruit Collection	https://nationalfruitcollection.org.uk/full2.php?id=$1
P4301	PfaF ID	http://www.pfaf.org/	identifier for a plant taxon, in the Plants For A Future database of uses of plants and their parts	https://pfaf.org/user/Plant.aspx?LatinName=$1
P4311	FOIH taxon ID		identifier for a taxon in the thesaurus of the Flemish organization for Immovable Heritage	https://id.erfgoed.net/thesauri/soorten/$1
P4393	Anvisa drug ID		identifier provided by Anvisa, a regulatory body of the Brazilian government responsible for the regulation and approval of pharmaceutical drugs, sanitary standards and regulation of the food industry	https://consultas.anvisa.gov.br/#/$1/
P4395	BrainInfo ID (hierarchical)	http://braininfo.rprc.washington.edu/SearchByName.aspx	numeric identifier of a brain structure in the BrainInfo (NeuroNames) database in hierarchical mode	http://braininfo.rprc.washington.edu/centraldirectory.aspx?type=h&ID=$1
P4433	Indian Foundation for Butterflies ID	http://www.ifoundbutterflies.org/	identifier from Indian organization of butterfly biologists working on the conservation of butterflies of India. They maintain an internet-based and peer-reviewed resource devoted to Indian butterflies.	http://www.ifoundbutterflies.org/sp/$1
P4472	Czech Jockey Club horse ID	http://www.dostihyjc.cz/index.php?page=17	ID of a race horse in the database of the Jockey Club of the Czech Republic	http://www.dostihyjc.cz/index.php?page=17&ID=$1
P4526	ABA bird ID	http://jaxbirding.com/ABA-sixlettercode.php	identifier for a bird taxon, issued by the American Birding Association	
P4567	BTO five-letter code	https://www.bto.org/about-birds/birdfacts/british-list	identifier for a bird species, issued by the British Trust for Ornithology (BTO)	
P4569	BPH journal ID	http://fmhibd.library.cmu.edu/hibd-db/bpho/home.php	identifier for a botanical journal in the Hunt Institute's 'Botanico Periodicum Huntianum'	
P4585	Accademia della Crusca ID	http://www.accademicidellacrusca.org/lista_acc_soci.asp	identifier for a member of Accademia della Crusca	https://www.accademicidellacrusca.org/scheda?IDN=$1
P4596	NIOSH Numbered Publication ID	https://www.cdc.gov/niosh/pubs/all_date_desc.html	identifier for an official publication of the U.S. National Institute of Safety and Health (NIOSH)	https://www.cdc.gov/niosh/docs/$1/
P4630	DORIS ID		identifier of an underwater animal or plant species from French metropolitan and overseas waters on the participatory site DORIS	https://doris.ffessm.fr/ref/specie/$1
P4664	Wiki Aves ID	http://www.wikiaves.com.br/	identifier for a taxon on Wiki Aves is a Brazilian catalogue website	https://www.wikiaves.com.br/$1
P4670	Sjukvårdsrådgivningen Category ID		identifier for a disease or medical condition, in the Swedish government's 'Sjukvårdsrådgivningen' database	https://www.1177.se/Fakta-och-rad/Sjukdomar/$1
P4700	Cairn publication ID	https://www.cairn.info/listerev.php	identifier for a journal or an article in Cairn, an online library of French-language scholarly journals	https://www.cairn.info/$1.htm
P4715	Guide to North American Birds ID	http://www.audubon.org/bird-guide	identifier for a bird taxon in the Guide to North American Birds on the National Audubon Society website	https://www.audubon.org/field-guide/bird/$1
P4716	Académie des Inscriptions et Belles-Lettres member ID		identifier for a member of the Académie des Inscriptions et Belles-Lettres on its website	https://www.aibl.fr/membres/academiciens-depuis-1663/article/$1
P4717	Académie française member ID		identifier for a member of the Académie française on its website	https://www.academie-francaise.fr/les-immortels/$1
P4728	uBio ID	http://www.ubio.org/index.php?pagename=namebank	identifier for a taxon, in the uBio 'Namebank' database	https://web.archive.org/web/1/http://www.ubio.org/browser/details.php?namebankID=$1
P4753	Ecocrop ID		identifier of a plant used as an agricultural crop in the Ecocrop database	https://ecocrop.review.fao.org/ecocrop/srv/en/cropView?id=$1
P4754	Harvard botanical journal ID		identifier of a publication, in Harvard University Herbaria & Libraries' 'Index of Botanical Publications'	https://kiki.huh.harvard.edu/databases/publication_search.php?mode=details&id=$1
P4758	MONA ID	http://mothphotographersgroup.msstate.edu/CheckList.shtml	"identifier for a Lepidoptera species, in the Hodges List (i.e. the ""Check List of the Lepidoptera of America North of Mexico"", with subsequent revisions)"	https://mothphotographersgroup.msstate.edu/species.php?hodges=$1
P4798	BTO Birds of Britain ID	https://www.bto.org/about-birds/birdfacts	identifier for a bird species or sub-species in the BTO Birds of Britain/ BirdFacts database	https://web.archive.org/web/2022/https://app.bto.org/birdfacts/results/$1.htm
P4807	Fauna Europaea New ID	https://fauna-eu.org/	identifier for a taxon at the Fauna Europaea portal launched end of 2016	https://fauna-eu.org/cdm_dataportal/taxon/$1
P4852	JECFA database ID		identifier of a flavour, food additive, contaminant, toxicant or veterinary drug in the FAO/WHO JECFA database	https://apps.who.int/food-additives-contaminants-jecfa-database/Home/Chemical/$1
P4853	JMPR database ID		identifier of a pesticide in the FAO/WHO JMPR database	https://apps.who.int/pesticide-residues-jmpr-database/pesticide?name=$1
P4855	Phasmida Species File ID (old version)	http://phasmida.speciesfile.org/HomePage/Phasmida/HomePage.aspx	identifier for a Phasmida taxon, in the Phasmida SpeciesFile website	http://phasmida.speciesfile.org/Common/basic/Taxa.aspx?TaxonNameID=$1
P4902	CONABIO ID		identifier for a taxon, issued by the National Commission for the Knowledge and Use of Biodiversity (aka CONABIO), a Federal Agency of the Mexican Government	
P5003	Amphibians of India ID	http://www.indianamphibians.org/	identifier for a species of amphibian in the Amphibians of India database	http://www.indianamphibians.org/#!/sp/$1
P5037	Plants of the World Online ID		identifier of a (vascular) plant name in the Plants of the World online database	https://powo.science.kew.org/taxon/$1
P5055	IRMNG ID	https://www.irmng.org/	identifier of a scientific name, in the Interim Register of Marine and Nonmarine Genera (IRMNG) database	https://www.irmng.org/aphia.php?p=taxdetails&id=$1
P5082	Store medisinske leksikon ID	https://sml.snl.no/	identifier of an article in the online encyclopedia sml.snl.no	https://wikidata-externalid-url.toolforge.org/?p=5082&url_prefix=https://sml.snl.no/&id=$1
P5179	FloraCatalana ID	http://floracatalana.cat/flora/vasculars	identifier for a plant taxon in the FloraCatalana database	https://www.floracatalana.cat/flora/vasculars/taxons/$1
P5200	eBird hotspot ID	https://ebird.org/hotspots	"identifier for a nature reserve or other site (""hotspot"") in the eBird database"	https://ebird.org/hotspot/$1
P5209	ISO 3950 code		identifier for a tooth per ISO 3950	
P5212	Armenian National Academy of Sciences ID	https://www.sci.am/members.php?l=&id=&oid=&oid2=&d=&langid=2	identifier for a member of the Armenian National Academy of Sciences	https://www.sci.am/membersview.php?id=$1&d=&l=&langid=2
P5214	GONIAT paper ID	http://www.goniat.org/	identifier for a taxonomic paper about Paleozoic ammonoids, in the GONIAT database	https://www.goniat.org/showLit.html?LitId=$1
P5216	GONIAT taxon ID	http://www.goniat.org/	identifier for a taxon, in the GONIAT database	https://www.goniat.org/showTax.html?TaxId=$1
P5231	Chromosome numbers of the Flora of Germany database ID		"numerical identifier in the ""Chromosome numbers of the Flora of Germany"" database"	https://chromosomes.senckenberg.de/karyodb/view/index.php?table_name=view&function=details&where_field=IDChromosomeCounts&where_value=$1
P5257	BirdLife taxon ID	https://datazone.birdlife.org	identifier for an avian taxon, in the BirdLife factsheet database	https://datazone.birdlife.org/species/factsheet/$1
P5263	Czech NDOP taxon ID	https://portal.nature.cz/	identifier for a taxon in the Conservancy Species Occurrence Finding Database, managed by the Nature Conservation Agency of the Czech Republic	https://portal.nature.cz/publik_syst/nd_nalez-public.php?idTaxon=$1
P5325	Swedish Academy member ID	http://www.svenskaakademien.se/en	identifier of a person in the register of members of the Swedish Academy	https://www.svenskaakademien.se/svenska-akademien/ledamotsregister/$1
P5329	ARMB member ID	http://www.armb.be/	Royal Academy of Medicine of Belgium member ID	https://www.armb.be/index.php?id=$1
P5354	Amphibian Species of the World ID	http://research.amnh.org/vz/herpetology/amphibia/index.php	identifier for a taxon in the Amphibian Species of the World database	https://amphibiansoftheworld.amnh.org/Amphibia/$1
P5362	Académie des sciences morales et politiques member ID	https://academiesciencesmoralesetpolitiques.fr/les-academiciens-de-1832-a-nos-jours/	identifier of a member of the 'Académie des Sciences Morales et Politiques' on its website	https://academiesciencesmoralesetpolitiques.fr/les-academiciens-de-1832-a-nos-jours/les-academiciens-de-1832-a-nos-jours-$1
P5363	Académie des beaux-arts member ID	https://www.academiedesbeauxarts.fr/membres-actuels	identifier of a member of the Académie des beaux-arts on its website	https://www.academiedesbeauxarts.fr/$1
P5370	Entomologists of the World ID	http://sdei.senckenberg.de/biographies/	identifier for an entry in the Biographies of the Entomologists of the World online database	https://sdei.senckenberg.de/biographies/information.php?id=$1
