word	idf	rf_importance	lr_importance
uniprot	8.7509	0.0	0.1932
imex	9.1564	0.0	0.0902
quadruplexes	9.1564	0.0	0.1822
pharmacogenomics	9.1564	0.0	0.158
transplantation	6.7585	0.0	-0.1544
faers	7.3646	0.0	-0.0994
swisslipids	9.1564	0.0	0.1538
infant	8.0578	0.0	0.1277
pro	8.7509	0.0	0.0966
semantics	8.2401	0.0	0.3155
spine	6.8538	0.0	-0.1014
drugcentral	9.1564	0.0	0.198
disprot	8.7509	0.0	0.1783
disproportionality	7.0769	0.0	-0.0952
vein	8.0578	0.0	-0.0876
mint	8.4632	0.0	0.2896
genenames	8.7509	0.0	0.213
collection	6.9591	0.0	0.2598
neoadjuvant	7.2846	0.0	-0.0945
infrastructure	7.5469	0.0	0.0926
pdro	8.7509	0.0	0.2016
metabolism	7.6523	0.0	0.1402
images	6.9591	0.0	0.1111
interpro	8.7509	0.0	0.3019
qptm	9.1564	0.0	0.0968
bind	8.4632	0.0	0.2397
grouped	8.7509	0.0	-0.0826
reported	6.2942	0.0	-0.08
card	8.7509	0.0	0.1299
revisited	7.9036	0.0	0.1244
precise	8.2401	0.0	0.1538
dereplication	9.1564	0.0	0.1396
v9	9.1564	0.0	0.1376
incorporation	8.7509	0.0	0.1021
2006	7.9036	0.0	0.3266
carbohydrate	7.7701	0.0	0.3707
actions	8.4632	0.0	0.1204
genotyping	8.2401	0.0	0.1361
var	8.0578	0.0	-0.0895
ribozymes	8.7509	0.0	0.2598
tnf	8.2401	0.0	-0.1778
multiple	5.8065	0.0	0.0924
rupture	8.2401	0.0	-0.1112
severe	5.8422	0.0	-0.0525
experimentally	7.5469	0.0	0.0858
phenomics	9.1564	0.0	0.1108
vectorbase	8.7509	0.0	0.134
amelioration	9.1564	0.0	-0.1212
mediadive	9.1564	0.0	0.1627
determine	7.9036	0.0	-0.1055
pirsf	9.1564	0.0	0.1092
repository	7.0163	0.0	0.3717
practical	7.2105	0.0	0.0918
catalog	8.0578	0.0	0.1829
negative	7.0163	0.0	-0.1288
dilemma	7.5469	0.0	-0.1238
summaries	9.1564	0.0	0.1629
universe	8.7509	0.0	0.1465
disorder	5.9375	0.0	-0.2026
radiological	8.2401	0.0	0.13
biomarker	7.2846	0.0	0.13
loops	9.1564	0.0	0.1226
bdgp	9.1564	0.0	0.1271
muscular	7.9036	0.0	-0.1182
powder	8.4632	0.0	-0.094
resolution	7.1415	0.0	0.0603
nero	9.1564	0.0	0.0921
proteolytic	8.4632	0.0	0.4477
profiling	6.9591	0.0	0.113
artifact	9.1564	0.0	0.095
biomodels	9.1564	0.0	0.1297
downstream	8.2401	0.0	-0.0658
medicinal	6.8538	0.0	0.1028
useful	8.2401	0.0	0.0479
phytophthora	8.2401	0.0	0.1092
enriched	8.0578	0.0	0.1734
conclusion	8.2401	0.0	0.2941
updates	7.9036	0.0	0.3396
mimodb	9.1564	0.0	0.2591
clarify	8.7509	0.0	0.1418
omnisearch	9.1564	0.0	0.0648
positively	9.1564	0.0	-0.0732
milk	8.4632	0.0	0.2405
mimotope	9.1564	0.0	0.2591
defects	8.0578	0.0	0.2095
pressure	6.9051	0.0	-0.0617
pharmacogenetics	8.7509	0.0	0.2089
nutrition	6.8538	0.0	0.0247
oxygenation	7.7701	0.0	-0.0938
pre	6.353	0.0	-0.0739
disorders	6.3232	0.0	0.0422
hidden	8.2401	0.0	0.0765
prodom	9.1564	0.0	0.1227
her2	7.3646	0.0	-0.0786
mgd	8.7509	0.0	0.246
mri	7.5469	0.0	-0.1035
automating	9.1564	0.0	0.1809
animal	6.9591	0.0	0.072
increase	7.6523	0.0	-0.0702
policies	8.4632	0.0	0.1768
chembl	8.7509	0.0	0.1792
enhancement	8.0578	0.0	0.1026
geospatial	8.2401	0.0	0.1299
word	7.4516	0.0	-0.119
metaontology	9.1564	0.0	0.1521
storage	7.9036	0.0	0.1785
fibrosis	7.4516	0.0	-0.0745
curating	7.9036	0.0	0.1118
xenbase	8.4632	0.0	0.2227
modulation	8.4632	0.0	-0.1141
encyclopaedia	9.1564	0.0	0.1534
gold	8.0578	0.0	0.1384
loinc	8.4632	0.0	0.1674
group	6.0653	0.0	0.0554
receiving	6.6715	0.0	-0.0603
homologous	8.4632	0.0	0.2077
environment	5.9783	0.0	0.2121
parts	8.4632	0.0	0.2822
sabio	9.1564	0.0	0.1696
translation	7.7701	0.0	0.1537
various	8.0578	0.0	0.1317
expert	7.6523	0.0	0.2483
sharkipedia	8.7509	0.0	0.218
graphs	8.7509	0.0	0.0976
stages	7.9036	0.0	0.0566
chimera	9.1564	0.0	0.124
escherichia	8.2401	0.0	0.1571
workbench	9.1564	0.0	0.124
contsonto	9.1564	0.0	0.1494
describing	8.0578	0.0	0.1402
metformin	8.0578	0.0	-0.0739
microsomes	9.1564	0.0	0.1678
hierarchic	9.1564	0.0	0.108
chromosomal	8.7509	0.0	0.1068
pmap	9.1564	0.0	0.1245
analyzing	7.0769	0.0	0.192
continuing	8.4632	0.0	0.1629
regional	6.5537	0.0	-0.0782
malaria	7.4516	0.0	0.1173
systematics	8.7509	0.0	0.2323
chebi	8.0578	0.0	0.2245
greengenes	9.1564	0.0	0.124
contribution	7.7701	0.0	0.1179
version	7.4516	0.0	0.2492
features	6.2119	0.0	0.03
strong	9.1564	0.0	0.123
16	8.0578	0.0	-0.1098
making	6.714	0.0	-0.0741
conservation	6.8538	0.0	0.107
www	8.4632	0.0	0.1085
cues	8.7509	0.0	-0.1128
analyse	8.7509	0.0	0.1028
phishing	9.1564	0.0	0.1677
2022	6.3232	0.0	0.2145
metaverse	9.1564	0.0	0.1521
orthologs	8.2401	0.0	0.2209
genecards	8.7509	0.0	0.1576
introduction	7.4516	0.0	0.1199
guide	7.0769	0.0	0.173
intact	8.0578	0.0	0.1616
cpt	9.1564	0.0	0.2181
homology	8.4632	0.0	0.2157
duchenne	9.1564	0.0	-0.1369
modification	7.9036	0.0	0.1768
dietary	7.2105	0.0	0.0881
intrinsic	7.4516	0.0	0.2001
sciences	8.4632	0.0	0.1781
biomolecular	8.2401	0.0	0.2334
disparities	6.3838	0.0	-0.0692
promote	7.5469	0.0	0.1029
psi	8.7509	0.0	0.1339
damage	7.9036	0.0	-0.0768
pdb	8.7509	0.0	0.1557
absorbable	9.1564	0.0	-0.0956
tc	8.7509	0.0	-0.0683
vgnc	8.7509	0.0	0.213
northern	7.3646	0.0	-0.0713
guidetopharmacology	9.1564	0.0	0.1457
pdbsum	9.1564	0.0	0.1629
bank	7.6523	0.0	0.1066
measurement	7.3646	0.0	0.2479
exchange	7.7701	0.0	0.1755
translational	7.2105	0.0	0.1994
infectious	7.3646	0.0	0.3413
genetics	6.8538	0.0	0.1797
2017	6.4155	0.0	0.1905
steroid	8.0578	0.0	-0.1021
genefarm	9.1564	0.0	0.0767
plurality	9.1564	0.0	0.1263
enriching	9.1564	0.0	0.1573
promoters	9.1564	0.0	0.1439
emerging	7.5469	0.0	0.1194
dictyostelid	9.1564	0.0	0.1447
peroxidase	8.7509	0.0	0.1028
enanomapper	9.1564	0.0	0.1083
text	7.0769	0.0	0.2266
adoption	7.9036	0.0	0.1563
dephosphorylation	9.1564	0.0	0.1357
echobase	9.1564	0.0	0.1746
media	7.3646	0.0	0.2089
descriptors	7.6523	0.0	0.071
entries	8.7509	0.0	0.1557
scaling	7.9036	0.0	0.0449
osteoarthritis	7.5469	0.0	-0.0847
collect	9.1564	0.0	0.1076
minimum	8.0578	0.0	0.1331
macromolecular	8.7509	0.0	0.1466
modularization	8.7509	0.0	0.1595
colony	9.1564	0.0	0.143
propan	9.1564	0.0	0.1487
affect	7.0769	0.0	0.0884
assignment	8.7509	0.0	0.0813
rheumatic	7.7701	0.0	-0.1327
hierarchical	7.6523	0.0	0.118
arrayexpress	9.1564	0.0	0.1508
units	6.714	0.0	0.1854
archive	7.7701	0.0	0.1497
urinary	7.2846	0.0	-0.0737
ontoorpha	9.1564	0.0	0.139
interventions	6.9591	0.0	0.088
foundry	9.1564	0.0	0.0939
glycogenomics	9.1564	0.0	0.1344
copd	7.3646	0.0	-0.0865
sio	9.1564	0.0	0.0704
arrhythmias	8.2401	0.0	0.0525
phylomedb	8.7509	0.0	0.1207
histocompatibility	9.1564	0.0	0.1247
sponge	8.7509	0.0	0.0623
proximity	8.4632	0.0	0.0187
recent	7.0163	0.0	0.3857
digitoxin	9.1564	0.0	0.1678
materials	7.2105	0.0	0.1209
migen	9.1564	0.0	0.1513
unification	8.2401	0.0	0.1821
nose	9.1564	0.0	0.0849
hashtag	9.1564	0.0	0.1211
treatments	7.3646	0.0	-0.0702
experimental	6.9591	0.0	0.255
act	8.4632	0.0	0.0767
biocyc	8.7509	0.0	0.1756
musa	9.1564	0.0	0.1281
aclame	9.1564	0.0	0.1631
swedish	8.4632	0.0	-0.1098
bao	8.4632	0.0	0.2633
ants	8.7509	0.0	0.1367
sup	6.4822	0.0	0.2119
commentary	6.9051	0.0	-0.0674
panther	8.7509	0.0	0.1221
deposition	8.7509	0.0	0.0862
inborn	8.7509	0.0	0.1172
elegans	8.4632	0.0	0.229
stock	8.2401	0.0	0.1272
mechanical	7.2105	0.0	-0.0948
viridiplantae	9.1564	0.0	0.1076
disordered	8.4632	0.0	0.2494
cath	9.1564	0.0	0.108
physical	6.5914	0.0	0.0647
glygen	9.1564	0.0	0.127
reactions	6.4822	0.0	0.0438
trimodality	9.1564	0.0	-0.0993
cytocon	9.1564	0.0	0.1152
link	7.7701	0.0	0.1229
vectors	8.7509	0.0	0.1161
trees	8.7509	0.0	0.0997
interoperability	7.7701	0.0	0.2005
undifferentiated	8.7509	0.0	-0.0925
conoserver	9.1564	0.0	0.1731
transcriptomes	8.7509	0.0	0.1059
orthology	8.7509	0.0	0.273
hmdb	8.7509	0.0	0.2209
sum	8.7509	0.0	0.2016
variables	7.7701	0.0	0.1058
antimicrobial	6.7585	0.0	0.0696
investigations	8.7509	0.0	0.1153
refractory	7.3646	0.0	-0.0801
multifaceted	8.7509	0.0	0.1193
expansion	6.9591	0.0	0.1688
osteosarcoma	7.5469	0.0	-0.0827
website	8.4632	0.0	0.1272
aeo	9.1564	0.0	0.0947
unifying	8.0578	0.0	0.1356
dynamic	6.1118	0.0	0.0647
searching	7.7701	0.0	0.0835
multicentre	7.2105	0.0	-0.0935
fly	7.9036	0.0	0.2821
dissecting	8.7509	0.0	0.1069
dicty	8.7509	0.0	0.1351
recruitment	8.7509	0.0	-0.1168
interconnected	8.7509	0.0	0.0898
warmth	9.1564	0.0	-0.1082
distant	8.2401	0.0	-0.0802
read	7.9036	0.0	0.1048
interoperation	9.1564	0.0	0.103
ligands	8.4632	0.0	0.1162
keywords	9.1564	0.0	0.0707
querying	8.7509	0.0	0.0887
manually	6.714	0.0	0.1833
continuity	8.7509	0.0	0.1428
classifying	8.2401	0.0	0.0853
glycoscience	9.1564	0.0	0.127
spider	8.2401	0.0	0.129
epidemiological	6.805	0.0	0.0221
hpo	8.7509	0.0	0.0493
experiment	7.7701	0.0	0.1284
organs	8.7509	0.0	0.0905
imgt	9.1564	0.0	0.196
introns	9.1564	0.0	0.2277
ices	9.1564	0.0	-0.0917
reproducibility	9.1564	0.0	0.1
htca	9.1564	0.0	0.166
vulvar	8.7509	0.0	-0.0837
adapt	9.1564	0.0	0.0403
cutdb	9.1564	0.0	0.2321
28	8.0578	0.0	-0.082
laryngology	9.1564	0.0	0.1211
orthodb	8.7509	0.0	0.1349
linking	7.0163	0.0	0.0519
drugbank	8.2401	0.0	0.1172
mobidb	9.1564	0.0	0.108
musargenedb	9.1564	0.0	0.1281
representational	9.1564	0.0	0.095
amplicon	8.7509	0.0	0.1479
attitudes	7.6523	0.0	-0.0695
planet	9.1564	0.0	0.1357
hamap	9.1564	0.0	0.0854
bound	8.7509	0.0	0.1201
lite	9.1564	0.0	0.0403
xenopus	8.0578	0.0	0.1924
generators	9.1564	0.0	0.1262
different	6.186	0.0	0.0088
identifying	6.4155	0.0	0.0445
hymenoptera	8.4632	0.0	0.0963
shark	8.4632	0.0	0.2108
bto	9.1564	0.0	0.0703
child	6.4483	0.0	-0.0711
rg4	9.1564	0.0	0.1339
harnessing	9.1564	0.0	0.1083
cultivation	9.1564	0.0	0.1627
2009	7.0769	0.0	0.0747
unos	7.0769	0.0	-0.0823
represent	8.4632	0.0	0.1486
annotator	9.1564	0.0	0.1336
neurolex	9.1564	0.0	0.1428
miro	9.1564	0.0	0.1215
dictybase	8.4632	0.0	0.2644
kokuho	8.2401	0.0	-0.0707
laba	9.1564	0.0	-0.1075
implication	8.4632	0.0	0.1058
native	7.2846	0.0	0.0301
therapeutic	6.2942	0.0	0.1254
avoiding	8.7509	0.0	0.1359
space	7.5469	0.0	0.1021
histories	9.1564	0.0	0.1263
modular	8.2401	0.0	0.0845
alfred	9.1564	0.0	0.1743
iedb	9.1564	0.0	0.1166
purpose	8.7509	0.0	0.0385
comorbidities	6.9051	0.0	0.1232
mean	8.7509	0.0	-0.0782
lipid	7.6523	0.0	0.1286
format	8.0578	0.0	0.1375
steps	8.7509	0.0	0.2529
virulence	8.2401	0.0	0.1003
phylogenetic	7.7701	0.0	0.0885
caenorhabditis	8.4632	0.0	0.1809
ons	9.1564	0.0	0.1158
inheritance	8.4632	0.0	0.1411
reimplementation	9.1564	0.0	0.094
dimensional	7.5469	0.0	0.1247
dataset	7.1415	0.0	0.1308
coli	8.2401	0.0	0.1571
semi	8.4632	0.0	0.258
atlas	6.6715	0.0	0.1067
hmms	9.1564	0.0	0.1075
variotator	9.1564	0.0	0.0725
inpatients	8.0578	0.0	-0.0729
emotion	8.0578	0.0	0.1324
hssp	8.7509	0.0	0.1223
efforts	7.7701	0.0	0.1213
gabi	9.1564	0.0	0.1675
neurobehavior	9.1564	0.0	0.0481
resistome	8.7509	0.0	0.1299
meaningful	8.4632	0.0	0.0851
strategy	6.3838	0.0	0.1086
iceo	8.7509	0.0	0.1185
georeferenced	9.1564	0.0	0.1548
vivo	8.2401	0.0	0.1036
mechanism	6.7585	0.0	0.1622
bykdb	9.1564	0.0	0.1488
genealogy	8.7509	0.0	0.0978
man	8.0578	0.0	0.1343
colectomy	8.4632	0.0	-0.0672
ensemble	8.4632	0.0	-0.1161
weeks	8.2401	0.0	0.059
fypo	9.1564	0.0	0.0832
aquatic	8.2401	0.0	0.1393
mod	9.1564	0.0	0.087
composed	9.1564	0.0	0.0833
regulation	7.0163	0.0	-0.0567
enable	8.2401	0.0	0.0975
posttraumatic	8.7509	0.0	-0.104
wikidata	8.7509	0.0	0.1841
diffuse	7.5469	0.0	-0.1018
pombase	8.7509	0.0	0.2326
enhanced	6.805	0.0	0.1143
ado	9.1564	0.0	0.0853
araport	9.1564	0.0	0.1368
bovine	7.9036	0.0	0.0994
insecticide	8.7509	0.0	0.1161
interactive	6.7585	0.0	0.0905
depot	9.1564	0.0	0.1257
expanding	7.2105	0.0	0.1835
xao	9.1564	0.0	0.0623
assay	7.4516	0.0	0.1517
lexicon	8.4632	0.0	0.1335
help	8.0578	0.0	0.0859
ir	8.7509	0.0	0.138
nonproliferative	8.7509	0.0	0.1272
mutant	8.2401	0.0	0.1073
teleost	9.1564	0.0	0.0671
tissues	7.6523	0.0	0.0792
radiology	7.7701	0.0	0.2451
kinetic	7.9036	0.0	0.1654
steering	8.7509	0.0	0.0866
catalytic	8.4632	0.0	0.0909
physiological	8.7509	0.0	0.1046
uberon	8.7509	0.0	0.136
zooming	9.1564	0.0	0.1263
queries	8.2401	0.0	0.1876
dbrusp	9.1564	0.0	0.1226
languages	9.1564	0.0	0.0976
ctcae	9.1564	0.0	0.1468
bindingdb	8.7509	0.0	0.0994
entity	7.9036	0.0	0.1461
bioactivity	8.7509	0.0	0.1792
medically	9.1564	0.0	0.1003
submit	9.1564	0.0	0.0902
transverse	8.7509	0.0	-0.1335
depth	7.7701	0.0	0.1408
interpretation	7.0769	0.0	0.1009
specification	8.7509	0.0	0.0787
location	7.6523	0.0	0.0643
orphan	8.4632	0.0	0.0838
vaginalis	9.1564	0.0	0.0847
causal	7.2846	0.0	0.1307
porifera	8.7509	0.0	0.0623
cotton	8.7509	0.0	0.1602
hierarchy	8.4632	0.0	0.0606
macromolecules	9.1564	0.0	0.1257
idomal	8.7509	0.0	0.1378
host	6.805	0.0	0.1613
evolving	8.0578	0.0	0.0785
cohesindb	9.1564	0.0	0.1108
ingredients	8.7509	0.0	0.1633
target	6.3838	0.0	0.1462
radlex	8.7509	0.0	0.138
facts	9.1564	0.0	0.0873
culture	7.3646	0.0	0.078
drosophila	7.4516	0.0	0.1034
dictyostelium	8.7509	0.0	0.0723
defined	8.2401	0.0	0.0895
interventional	7.9036	0.0	0.2493
versions	9.1564	0.0	0.0994
1981	9.1564	0.0	0.0829
spp	8.2401	0.0	0.1153
boost	8.7509	0.0	0.1367
promis	9.1564	0.0	0.0748
frames	9.1564	0.0	0.1243
nanomaterials	8.7509	0.0	0.1468
fields	8.4632	0.0	-0.0884
ebi	8.4632	0.0	0.1394
flora	8.2401	0.0	0.0615
maize	8.0578	0.0	0.119
v4	8.4632	0.0	0.1167
tail	9.1564	0.0	0.0849
reimbursements	8.4632	0.0	-0.0676
zebrafish	8.2401	0.0	0.1655
biohealthbase	9.1564	0.0	0.1115
powerful	8.7509	0.0	0.1028
utilisation	6.4822	0.0	0.0704
quadruplex	8.4632	0.0	0.1238
thought	9.1564	0.0	-0.0894
protist	8.4632	0.0	0.0782
efficacy	7.0163	0.0	-0.1612
warehouse	8.7509	0.0	0.1201
match	9.1564	0.0	0.1075
groups	6.9591	0.0	0.0778
concept	7.5469	0.0	0.1502
options	8.0578	0.0	0.0545
affinities	8.7509	0.0	0.0994
630	9.1564	0.0	0.1263
book	9.1564	0.0	0.0668
contextualising	9.1564	0.0	0.077
worm	9.1564	0.0	0.0521
breeders	8.7509	0.0	0.0638
cj26	9.1564	0.0	0.1214
lesions	7.2105	0.0	0.1048
adenosquamous	8.7509	0.0	-0.0963
conopeptide	9.1564	0.0	0.1731
barcodinglife	9.1564	0.0	0.1174
prot	9.1564	0.0	0.118
spatial	6.6306	0.0	0.123
phi	8.7509	0.0	0.1009
factor	6.4822	0.0	0.0882
amino	7.9036	0.0	-0.0715
orphanet	9.1564	0.0	0.0906
giardia	9.1564	0.0	0.0847
taxonomic	7.5469	0.0	0.08
1313	9.1564	0.0	0.1075
comparing	6.9051	0.0	0.0977
engineering	7.5469	0.0	0.1549
step	7.5469	0.0	0.1488
circulation	8.2401	0.0	-0.0707
codnas	8.7509	0.0	0.1308
gains	8.4632	0.0	0.0868
pathogens	7.5469	0.0	0.0698
supervised	8.4632	0.0	0.0946
semanticscience	9.1564	0.0	0.0704
proliferative	8.2401	0.0	0.1198
giardiadb	9.1564	0.0	0.0847
ccds	9.1564	0.0	0.0635
adolescent	7.0163	0.0	-0.0852
birnlex	9.1564	0.0	0.111
famplex	9.1564	0.0	0.0773
artifacts	9.1564	0.0	0.095
huge	9.1564	0.0	0.0852
targets	7.0769	0.0	0.1007
assembly	7.3646	0.0	0.0859
array	8.4632	0.0	0.0952
scope	7.7701	0.0	0.0874
antibiotic	6.6715	0.0	0.1981
corpus	7.7701	0.0	0.0781
transcripts	8.2401	0.0	0.062
nextprot	9.1564	0.0	0.0764
platelet	7.5469	0.0	-0.0729
string	8.2401	0.0	0.1137
dideo	9.1564	0.0	0.073
swiss	7.5469	0.0	0.0973
potentials	8.4632	0.0	0.0782
ideal	8.7509	0.0	0.0796
signalling	8.7509	0.0	0.0811
interacting	9.1564	0.0	0.144
metadata	7.5469	0.0	0.119
marital	8.4632	0.0	-0.0973
influenza	7.4516	0.0	0.0907
gross	8.7509	0.0	0.0996
chemdb	9.1564	0.0	0.1239
initiating	7.5469	0.0	-0.0851
pharmacology	7.9036	0.0	0.1301
enhancements	8.4632	0.0	0.0525
flopo	9.1564	0.0	0.0684
chembank	9.1564	0.0	0.176
micro	7.7701	0.0	0.0823
irbase	9.1564	0.0	0.1215
477	9.1564	0.0	-0.0892
conceptual	8.7509	0.0	0.0715
code	8.0578	0.0	0.146
normal	7.5469	0.0	0.141
oarcs	9.1564	0.0	0.0798
gel	9.1564	0.0	0.1249
physics	8.4632	0.0	0.0831
antibiotics	7.3646	0.0	-0.0895
lamblia	9.1564	0.0	0.0847
trouble	9.1564	0.0	0.0902
pitfalls	9.1564	0.0	0.1422
conceptualization	9.1564	0.0	0.0873
behavior	6.714	0.0	0.0353
databank	9.1564	0.0	0.0906
merops	8.7509	0.0	0.1221
checked	9.1564	0.0	0.124
depod	9.1564	0.0	0.1357
cheminformatics	8.7509	0.0	0.1682
barley	8.4632	0.0	0.1243
subtiwiki	8.4632	0.0	0.0873
occlusion	7.2846	0.0	-0.0792
integrator	9.1564	0.0	0.1649
traumatic	6.3232	0.0	-0.103
lettucegdb	9.1564	0.0	0.171
citedb	9.1564	0.0	0.1348
2005	8.2401	0.0	0.1892
faldo	9.1564	0.0	0.0769
ligm	9.1564	0.0	0.098
transporter	8.7509	0.0	0.1014
emap	9.1564	0.0	0.0577
160	9.1564	0.0	0.0989
hupo	8.7509	0.0	0.0508
plants	6.4822	0.0	0.0484
rouge	9.1564	0.0	0.0852
eggnog	9.1564	0.0	0.1024
bioassays	9.1564	0.0	0.1031
reactome	9.1564	0.0	0.1403
dutch	7.9036	0.0	0.1565
planteome	9.1564	0.0	0.1108
fine	7.6523	0.0	0.0915
bomiprot	9.1564	0.0	0.1151
unique	7.7701	0.0	0.1303
gateway	8.7509	0.0	0.106
disruption	8.4632	0.0	0.1174
trichdb	9.1564	0.0	0.0847
emapa	9.1564	0.0	0.0577
anthroponumbers	9.1564	0.0	0.1357
mappings	9.1564	0.0	0.1822
http	9.1564	0.0	0.1174
subtipathways	9.1564	0.0	0.0945
arb	9.1564	0.0	0.124
macie	9.1564	0.0	0.0984
kiaa	9.1564	0.0	0.0852
carnegie	9.1564	0.0	0.0655
characters	9.1564	0.0	0.097
roots	9.1564	0.0	0.0849
storing	8.7509	0.0	0.0787
evaluating	6.353	0.0	0.1044
comparable	8.2401	0.0	0.0895
markov	8.4632	0.0	0.0786
shoots	9.1564	0.0	0.0849
arthropods	9.1564	0.0	0.0798
product	7.6523	0.0	0.061
principles	8.0578	0.0	0.0802
conserved	8.2401	0.0	0.1006
join	9.1564	0.0	0.143
dl	9.1564	0.0	0.0976
agonists	8.0578	0.0	-0.0969
majority	9.1564	0.0	0.1075
behavioral	7.3646	0.0	-0.0202
illustrates	9.1564	0.0	0.0833
substrates	9.1564	0.0	0.1278
hemangioma	9.1564	0.0	-0.1337
consumers	8.0578	0.0	0.0768
measure	8.0578	0.0	0.1743
ogsf	9.1564	0.0	0.0846
cycle	7.3646	0.0	0.1267
trichomonas	9.1564	0.0	0.0847
coding	6.805	0.0	0.0944
mode	8.0578	0.0	-0.078
partners	9.1564	0.0	0.0833
bioinformatic	8.7509	0.0	-0.1085
represented	8.7509	0.0	0.0675
nifstd	9.1564	0.0	0.111
file	8.7509	0.0	0.0985
documenting	8.7509	0.0	0.1359
pem	9.1564	0.0	0.1385
addressed	9.1564	0.0	0.0748
paralogs	9.1564	0.0	0.1043
epigenomes	9.1564	0.0	0.1108
milkybase	9.1564	0.0	0.1451
ageing	8.7509	0.0	0.132
circulatory	8.0578	0.0	0.0703
networking	8.2401	0.0	-0.1241
assays	8.2401	0.0	0.0873
evolutionarily	8.4632	0.0	0.1033
electromagnetic	9.1564	0.0	0.0846
arthropod	9.1564	0.0	0.0798
collecting	8.7509	0.0	0.073
allergome	8.7509	0.0	0.073
hybridization	9.1564	0.0	0.103
intrinsically	8.7509	0.0	0.0796
obo	9.1564	0.0	0.0939
viridiflava	9.1564	0.0	0.0
pointes	8.4632	0.0	0.0
points	8.0578	0.0	0.0
virens	9.1564	0.0	0.0
platforms	8.4632	0.0	0.0
pathologic	8.2401	0.0	0.0
visit	9.1564	0.0	0.0
plato	9.1564	0.0	0.0
pointing	9.1564	0.0	0.0
pathol	9.1564	0.0	0.0
warning	8.2401	0.0	0.0
pogona	9.1564	0.0	0.0
polar	9.1564	0.0	0.0
pathoyeastract	9.1564	0.0	0.0
poetics	9.1564	0.0	0.0
platoons	9.1564	0.0	0.0
plavimop	9.1564	0.0	0.0
paths	8.7509	0.0	0.0
pathological	8.7509	0.0	0.0
plates	9.1564	0.0	0.0
pathologically	9.1564	0.0	0.0
poison	9.1564	0.0	0.0
pol3base	9.1564	0.0	0.0
pol	9.1564	0.0	0.0
pathologists	9.1564	0.0	0.0
pathosystem	9.1564	0.0	0.0
warnings	9.1564	0.0	0.0
pathologies	9.1564	0.0	0.0
play	8.4632	0.0	0.0
poland	9.1564	0.0	0.0
platelets	8.7509	0.0	0.0
poisoning	8.4632	0.0	0.0
pathophysiology	8.4632	0.0	0.0
partnerships	9.1564	0.0	0.0
pathosystems	9.1564	0.0	0.0
platinum	9.1564	0.0	0.0
pathology	7.6523	0.0	0.0
pokr	9.1564	0.0	0.0
pneumotachographs	9.1564	0.0	0.0
pathogenicity	8.4632	0.0	0.0
pltdb	9.1564	0.0	0.0
plhiv	9.1564	0.0	0.0
virologic	9.1564	0.0	0.0
pmirtarbase	9.1564	0.0	0.0
pm	9.1564	0.0	0.0
party	9.1564	0.0	0.0
plication	9.1564	0.0	0.0
plus	7.9036	0.0	0.0
paternity	9.1564	0.0	0.0
plos	9.1564	0.0	0.0
parvum	9.1564	0.0	0.0
plsdb	9.1564	0.0	0.0
patent	8.7509	0.0	0.0
patches	9.1564	0.0	0.0
wasp	9.1564	0.0	0.0
pmp	9.1564	0.0	0.0
parzen	9.1564	0.0	0.0
vision	8.0578	0.0	0.0
pass	9.1564	0.0	0.0
pass2	9.1564	0.0	0.0
pluriverse	9.1564	0.0	0.0
policy	7.0769	0.0	0.0
pluripotent	8.7509	0.0	0.0
patch	8.7509	0.0	0.0
passengers	9.1564	0.0	0.0
pluralistic	9.1564	0.0	0.0
waste	6.1118	0.0	0.0
viruses	8.2401	0.0	0.0
plume	9.1564	0.0	0.0
parturients	9.1564	0.0	0.0
viroids	9.1564	0.0	0.0
podcast	8.7509	0.0	0.0
pneumoniae	8.7509	0.0	0.0
partoma	9.1564	0.0	0.0
pockets	9.1564	0.0	0.0
player	9.1564	0.0	0.0
po2rdf	9.1564	0.0	0.0
viroid	9.1564	0.0	0.0
po	9.1564	0.0	0.0
plays	9.1564	0.0	0.0
plerixafor	9.1564	0.0	0.0
pltrnadb	9.1564	0.0	0.0
warts	8.7509	0.0	0.0
viroiddb	9.1564	0.0	0.0
pleura	9.1564	0.0	0.0
pneumonitis	9.1564	0.0	0.0
pleural	9.1564	0.0	0.0
pmsi	8.7509	0.0	0.0
washing	9.1564	0.0	0.0
pleurisy	9.1564	0.0	0.0
pneumocytoma	9.1564	0.0	0.0
pneumocystis	9.1564	0.0	0.0
pneumococcal	8.7509	0.0	0.0
plexopathy	9.1564	0.0	0.0
plexus	8.7509	0.0	0.0
pathbase	9.1564	0.0	0.0
pna1db	9.1564	0.0	0.0
washington	8.4632	0.0	0.0
pmtr	9.1564	0.0	0.0
plgf	9.1564	0.0	0.0
partum	8.7509	0.0	0.0
police	9.1564	0.0	0.0
watch	8.7509	0.0	0.0
policymakers	9.1564	0.0	0.0
paraphrasing	9.1564	0.0	0.0
porcine	9.1564	0.0	0.0
parasite	8.7509	0.0	0.0
parapsoriasis	9.1564	0.0	0.0
paraplegia	8.7509	0.0	0.0
pork	9.1564	0.0	0.0
poro	9.1564	0.0	0.0652
porous	9.1564	0.0	0.0
porphyra	9.1564	0.0	0.0
port	9.1564	0.0	0.0
watson	9.1564	0.0	0.0
portable	8.4632	0.0	0.0
vigorous	9.1564	0.0	0.0
portals	9.1564	0.0	0.0
portion	9.1564	0.0	0.0
