word	idf	rf_importance	lr_importance
loc	9.2698	0.0	0.0
local	6.1787	0.0	0.1772
localisation	8.5766	0.0	0.0085
localizaiton	9.2698	0.0	0.0082
localize	8.8643	0.0	0.0098
localizing	9.2698	0.0	0.0103
locally	7.565	0.0	0.043
locals	9.2698	0.0	0.0
locate	8.1711	0.0	0.018
located	7.1297	0.0	0.0701
locating	8.8643	0.0	0.0
locator	8.5766	0.0	0.0068
locators	9.2698	0.0	0.0
loci	6.4972	0.0	0.06
lock	9.2698	0.0	0.0
locoregional	8.8643	0.0	0.0
locuslink	8.5766	0.0	0.0089
locust	9.2698	0.0	0.0
lod	9.2698	0.0	0.0
loess	9.2698	0.0	0.0
logic	7.565	0.0	0.0155
logically	7.6603	0.0	0.0179
load	7.7657	0.0	0.0
lo	9.2698	0.0	0.0
lncrnawiki	9.2698	0.0	0.0
lkb1	9.2698	0.0	0.0
lithium	8.5766	0.0	0.0
lithotripsy	8.8643	0.0	0.0
lithotripters	9.2698	0.0	0.0
lithuania	9.2698	0.0	0.0
lithuanian	9.2698	0.0	0.0
litt	9.2698	0.0	0.0
little	7.565	0.0	0.0521
livebearing	9.2698	0.0	0.0
lived	9.2698	0.0	0.0
livers	9.2698	0.0	0.0
lives	8.3535	0.0	0.0414
livestock	8.3535	0.0	0.0052
lizard	9.2698	0.0	0.005
ll	8.8643	0.0	0.0193
lncrnas	7.7657	0.0	0.0
llc	9.2698	0.0	0.0172
lll	9.2698	0.0	0.0
llpsdb	9.2698	0.0	0.0
llt	9.2698	0.0	0.0
llts	9.2698	0.0	0.0
lm	9.2698	0.0	0.0
lmics	8.5766	0.0	0.0
lmu	9.2698	0.0	0.0
lmx	9.2698	0.0	0.0
lncactdb	9.2698	0.0	0.0
lncipedia	8.5766	0.0	0.0
lncpep	9.2698	0.0	0.0
lncrna	7.6603	0.0	0.0
kinesin	9.2698	0.0	0.0
kinds	8.5766	0.0	0.0046
kindergarteners	9.2698	0.0	0.0
intrahepatic	8.3535	0.0	-0.0986
intramural	9.2698	0.0	0.0
intraocular	8.8643	0.0	0.0
intraoperative	7.7657	0.0	0.0
intraoperatively	9.2698	0.0	0.0
intraosseous	9.2698	0.0	0.0
intraperitoneal	8.8643	0.0	0.0198
intrapleural	9.2698	0.0	0.0
intrapulmonary	9.2698	0.0	0.0
intrasexual	9.2698	0.0	0.0
intrathecal	9.2698	0.0	0.0
intrauterine	8.8643	0.0	0.0
intravascular	8.3535	0.0	0.0
intrawound	9.2698	0.0	-0.1099
intricate	8.8643	0.0	0.0105
intriguing	9.2698	0.0	0.0132
intrinsic	7.0725	0.0	0.0253
intrinsically	7.6603	0.0	0.0292
introduces	7.478	0.0	0.0522
introducing	7.7657	0.0	0.0112
introductory	8.8643	0.0	0.0
introgressed	9.2698	0.0	0.0
introgression	8.8643	0.0	0.0
intron	8.017	0.0	0.0805
introns	8.1711	0.0	0.0786
introspect	9.2698	0.0	0.0
intrusion	9.2698	0.0	0.0
intubation	8.8643	0.0	0.0
invading	9.2698	0.0	0.0
invaluable	8.017	0.0	0.0168
intramedullary	8.8643	0.0	0.0
intraepithelial	8.1711	0.0	0.0
invasions	9.2698	0.0	0.0
intradural	9.2698	0.0	0.0
intersectionality	9.2698	0.0	0.0
intersections	8.8643	0.0	0.0078
intersexual	8.8643	0.0	0.0
interspaced	8.5766	0.0	0.0707
interspecies	8.5766	0.0	0.0
interspecific	8.8643	0.0	0.0
intertrochanteric	9.2698	0.0	0.0
interval	9.2698	0.0	0.0
intervals	7.8835	0.0	0.0074
intervene	8.8643	0.0	0.0067
intervening	9.2698	0.0	0.031
intervention	6.1343	0.0	0.0583
intervertebral	8.5766	0.0	0.0
interview	8.3535	0.0	0.0
interviewing	8.5766	0.0	0.0
interviews	9.2698	0.0	0.0
interworld	9.2698	0.0	0.0
intestinalis	8.8643	0.0	0.0116
intestine	9.2698	0.0	0.0
intimate	8.1711	0.0	0.0
intolerant	9.2698	0.0	0.0124
intra	7.7657	0.0	0.0154
intraabdominal	9.2698	0.0	0.0
intracellular	8.5766	0.0	0.0067
intracerebral	9.2698	0.0	0.0
intracoronary	9.2698	0.0	0.0
intracranial	7.7657	0.0	0.0
intractable	8.5766	0.0	0.0
intraductal	8.8643	0.0	0.0
invasion	7.8835	0.0	0.0
inventoried	9.2698	0.0	0.0054
kindergarten	8.5766	0.0	0.0
ionotropic	9.2698	0.0	0.0212
ios	9.2698	0.0	0.0072
ip	8.8643	0.0	0.0272
ipa	9.2698	0.0	0.0
ipcd	9.2698	0.0	0.0
ipci	9.2698	0.0	0.0
ipd	8.5766	0.0	0.1353
ipdb	9.2698	0.0	0.0
ipf	9.2698	0.0	0.0
ipfam	9.2698	0.0	0.0162
iphone	9.2698	0.0	0.0043
ipi	9.2698	0.0	0.0081
ipilimumab	9.2698	0.0	0.0
iprox	9.2698	0.0	0.0
ipsc	9.2698	0.0	0.0
ipt	9.2698	0.0	0.039
iptw	8.8643	0.0	0.0
ipup	9.2698	0.0	0.0
iq	8.8643	0.0	0.0
iquitos	9.2698	0.0	0.0
iqvia	8.8643	0.0	-0.1332
iran	8.5766	0.0	0.0
iranian	8.8643	0.0	0.0
iraq	9.2698	0.0	0.0
irbase	9.2698	0.0	0.0457
ircadb	9.2698	0.0	0.0
irefweb	9.2698	0.0	0.0514
ireland	7.7657	0.0	-0.0695
ires	8.8643	0.0	0.0308
iresite	8.8643	0.0	0.037
ions	9.2698	0.0	0.0036
ionization	8.8643	0.0	0.0144
inventories	8.8643	0.0	0.0
ionised	8.8643	0.0	0.0
inventory	8.3535	0.0	0.0
inventorying	9.2698	0.0	0.0054
inversions	9.2698	0.0	0.0114
invertebrate	7.8835	0.0	0.0286
invertebrates	8.5766	0.0	0.0136
inverted	9.2698	0.0	0.0
invest	8.8643	0.0	0.0
investigates	9.2698	0.0	0.0
investigations	6.8719	0.0	0.1191
investigative	8.8643	0.0	0.0433
investigator	9.2698	0.0	0.014
investigators	7.0185	0.0	0.0621
investing	9.2698	0.0	0.0
investment	8.1711	0.0	0.0
investments	8.8643	0.0	0.0
invisible	8.5766	0.0	0.0176
invitation	8.8643	0.0	0.0064
invite	8.8643	0.0	0.0125
invited	8.5766	0.0	0.0339
invitees	9.2698	0.0	0.0039
involve	7.6603	0.0	0.0477
involvement	7.565	0.0	0.0267
involvements	9.2698	0.0	0.0
involves	7.6603	0.0	0.046
io	8.8643	0.0	0.0133
iodide	9.2698	0.0	0.0
ioe	9.2698	0.0	0.0
iom	9.2698	0.0	0.0
iomt	9.2698	0.0	0.0
intersectional	9.2698	0.0	0.0
intersection	9.2698	0.0	0.0193
interrupted	8.1711	0.0	0.0
int_ext_svm	8.8643	0.0	0.0193
integer	9.2698	0.0	0.0
integers	8.8643	0.0	0.01
integral	8.017	0.0	0.0383
integrase	8.3535	0.0	0.026
integratedbreeding	9.2698	0.0	0.0031
integratedgenomics	9.2698	0.0	0.0
integrations	9.2698	0.0	0.0
integrator	9.2698	0.0	0.0044
integrators	8.8643	0.0	0.0047
intelligent	7.2549	0.0	0.0
intend	8.8643	0.0	0.006
intended	6.744	0.0	0.1121
intense	8.3535	0.0	0.0094
intensified	9.2698	0.0	0.0
intensities	9.2698	0.0	0.0
intensity	7.7657	0.0	0.011
intensively	8.8643	0.0	0.0077
intent	9.2698	0.0	0.0
intention	8.5766	0.0	0.0198
intentional	8.1711	0.0	0.0
intentionally	9.2698	0.0	0.0106
inter	6.9184	0.0	0.0704
interact	7.6603	0.0	0.0355
interactively	7.565	0.0	0.0895
interactome	8.1711	0.0	0.0228
interactomes	8.8643	0.0	0.0174
interactors	8.8643	0.0	0.0065
interagency	9.2698	0.0	0.0
interall	9.2698	0.0	0.0
intangibles	9.2698	0.0	0.0
int	8.1711	0.0	-0.0788
interrogation	8.1711	0.0	0.0056
insuring	9.2698	0.0	0.0
inspector	8.8643	0.0	0.0162
inspiratory	9.2698	0.0	0.0
inspired	8.8643	0.0	0.007
instability	8.5766	0.0	0.004
installation	7.565	0.0	0.0534
installations	9.2698	0.0	0.0046
installing	8.8643	0.0	0.0091
instances	7.6603	0.0	0.1155
instant	8.5766	0.0	0.0117
instantpc	9.2698	0.0	0.0
instead	7.565	0.0	0.0304
instilling	9.2698	0.0	0.0
instituted	9.2698	0.0	0.0
institutes	7.7657	0.0	0.0261
institution	8.8643	0.0	0.0
institutions	8.017	0.0	0.0381
instruction	7.8835	0.0	0.0
instructions	7.8835	0.0	0.0195
instructive	9.2698	0.0	0.0051
instructors	9.2698	0.0	0.0
instrument	7.565	0.0	0.0043
instrumentation	8.5766	0.0	0.0048
instruments	8.5766	0.0	0.0126
insufficiency	9.2698	0.0	0.0
insufficient	8.3535	0.0	0.0165
insufficiently	9.2698	0.0	0.0111
insularity	9.2698	0.0	0.0
insulate	9.2698	0.0	0.0
insured	7.8835	0.0	0.0
interbody	8.8643	0.0	0.0
intercelldb	9.2698	0.0	0.0
intercellular	8.8643	0.0	0.0
interchange	9.2698	0.0	0.0
intermine	8.5766	0.0	0.0124
intermittent	9.2698	0.0	0.0
intermolecular	9.2698	0.0	0.0
internal	6.4972	0.0	-0.0062
internally	8.017	0.0	0.0066
internationalgenome	9.2698	0.0	0.0033
internationalisation	9.2698	0.0	0.0
internationalization	9.2698	0.0	0.0
internationally	8.3535	0.0	0.0182
interoceptive	9.2698	0.0	0.0
interoperable	7.0185	0.0	0.0619
interoperate	8.5766	0.0	0.0183
interoperates	9.2698	0.0	0.0062
interoperating	9.2698	0.0	0.0063
interoperation	8.5766	0.0	0.0121
interorganizational	9.2698	0.0	0.0
interpersonal	8.8643	0.0	0.0
interplays	9.2698	0.0	0.0048
interpreted	8.5766	0.0	0.0086
interpreting	9.2698	0.0	0.011
interpro	7.7657	0.0	0.1548
interprofessional	8.8643	0.0	0.0
interproscan	9.2698	0.0	0.0128
interrelate	8.8643	0.0	0.0053
interrelated	8.8643	0.0	0.0056
interrelatedness	9.2698	0.0	0.0
interrelations	8.5766	0.0	0.0193
interrelationships	8.017	0.0	0.0155
interrogating	8.3535	0.0	0.0223
intermediates	9.2698	0.0	0.0337
intermediate	7.6603	0.0	0.0473
intermediary	9.2698	0.0	0.0059
interfere	8.8643	0.0	0.0163
interchangeable	9.2698	0.0	0.0066
interconnect	9.2698	0.0	0.0045
interconnected	7.565	0.0	0.0286
interconnecting	9.2698	0.0	0.0
interconnections	8.8643	0.0	0.01
interconnectivity	9.2698	0.0	0.0
intercontinental	9.2698	0.0	0.0
intercrosses	9.2698	0.0	0.0
interdependence	9.2698	0.0	0.0
interdisciplinary	8.5766	0.0	0.0
interesting	7.8835	0.0	0.0624
interests	8.1711	0.0	0.0316
interfaced	9.2698	0.0	0.0
interference	8.3535	0.0	0.0227
intermacs	8.5766	0.0	0.0
interfering	8.8643	0.0	0.0294
interferon	8.5766	0.0	0.0186
intergenic	8.8643	0.0	0.0369
intergroup	9.2698	0.0	0.0
interhemispheric	9.2698	0.0	0.0
interhospital	9.2698	0.0	0.0
interim	8.8643	0.0	0.0
interlaboratory	9.2698	0.0	0.0
interleukin	9.2698	0.0	0.0
interlink	9.2698	0.0	0.0078
interlinked	8.8643	0.0	0.0071
interlinks	8.8643	0.0	0.01
interlocking	9.2698	0.0	0.0048
iress	9.2698	0.0	0.0
irish	8.5766	0.0	0.0
iron	8.017	0.0	0.0
juhl	9.2698	0.0	0.0222
july	7.565	0.0	0.0105
jump	9.2698	0.0	0.007
jun	8.8643	0.0	0.0
junction	8.5766	0.0	0.0116
junctional	8.8643	0.0	0.0
junctions	8.5766	0.0	0.0191
june	7.565	0.0	0.0258
jung	9.2698	0.0	0.0
junggar	9.2698	0.0	0.0
junior	8.5766	0.0	0.0036
jupyter	8.8643	0.0	0.0217
jurisdiction	9.2698	0.0	0.0
jurisdictional	9.2698	0.0	0.0
jurisdictions	9.2698	0.0	0.0
just	7.478	0.0	0.0264
justice	8.3535	0.0	0.0
justification	9.2698	0.0	0.0055
justified	9.2698	0.0	0.0076
justify	9.2698	0.0	0.0032
juvenile	8.5766	0.0	0.0
juveniles	9.2698	0.0	0.0
juxtaposed	9.2698	0.0	0.0036
juxtaposes	9.2698	0.0	0.0033
kabat	9.2698	0.0	0.0
kahn	9.2698	0.0	0.0119
kaiser	9.2698	0.0	0.0
kakaritsuke	9.2698	0.0	0.0
kambin	9.2698	0.0	0.0
kampala	9.2698	0.0	0.0
juice	9.2698	0.0	0.0
judiciously	9.2698	0.0	0.0146
job	7.3238	0.0	0.0176
judgments	8.5766	0.0	0.0
joep	9.2698	0.0	0.0
johan	8.8643	0.0	0.0
john	8.5766	0.0	0.0138
johns	9.2698	0.0	0.0105
johnson	8.8643	0.0	0.0
johnsonii	9.2698	0.0	0.0163
join	8.5766	0.0	0.0095
joined	8.8643	0.0	0.0036
joining	8.8643	0.0	0.0064
joins	9.2698	0.0	0.0
jointly	8.1711	0.0	0.0059
joints	9.2698	0.0	0.0
jong	9.2698	0.0	0.0
jordan	8.8643	0.0	0.0
joseph	9.2698	0.0	0.0
journals	7.0185	0.0	0.1009
journeying	9.2698	0.0	0.0047
jp	7.0185	0.0	0.0555
jpost	8.8643	0.0	0.0036
jroad	8.8643	0.0	0.0
jronn	9.2698	0.0	0.0
js	9.2698	0.0	0.0124
jsccr	9.2698	0.0	0.0
jsis	9.2698	0.0	0.0
json	8.017	0.0	0.0167
jstp	9.2698	0.0	0.0
juba	9.2698	0.0	0.0
judged	9.2698	0.0	0.0
judgements	9.2698	0.0	0.0
kampo	9.2698	0.0	0.0
kanagawa	9.2698	0.0	0.0
kanphos	9.2698	0.0	0.0
kap	9.2698	0.0	0.0
keratoconus	8.8643	0.0	0.0
keratopathy	9.2698	0.0	0.0
keratoplasty	9.2698	0.0	0.0
kernel	8.1711	0.0	0.021
kernels	9.2698	0.0	0.0
kernicterus	9.2698	0.0	0.0
kesander	9.2698	0.0	0.017
ketoacidosis	9.2698	0.0	0.0
kettering	9.2698	0.0	0.0
keypoint	9.2698	0.0	0.0
keys	8.5766	0.0	0.0081
keystone	9.2698	0.0	0.0
keywords	7.1903	0.0	0.0668
kf	9.2698	0.0	0.0039
kgev	9.2698	0.0	0.0
khyber	9.2698	0.0	0.0
khz	9.2698	0.0	0.0
kiaa	8.8643	0.0	0.0539
kid	8.5766	0.0	0.0
kidmo	9.2698	0.0	0.0
kids	8.5766	0.0	0.0
kif5a	9.2698	0.0	0.0
kile	9.2698	0.0	0.0
kills	9.2698	0.0	0.0094
kiln	9.2698	0.0	0.0
kims	9.2698	0.0	0.0
kinases	7.398	0.0	0.0295
kincore	9.2698	0.0	0.0
kind	7.6603	0.0	0.0437
keratin	9.2698	0.0	0.0
kept	8.5766	0.0	0.0296
kenyan	9.2698	0.0	0.0
kazal	9.2698	0.0	0.0
kaposi	9.2698	0.0	0.0
karch	9.2698	0.0	0.0
kare	9.2698	0.0	0.0
karin	8.8643	0.0	0.0
karlodinium	9.2698	0.0	0.0
karnal	9.2698	0.0	0.0
karolinska	9.2698	0.0	0.0
karst	9.2698	0.0	0.0
karsts	9.2698	0.0	0.0
karum	9.2698	0.0	0.0
karw	9.2698	0.0	0.0
kat6a	9.2698	0.0	0.0
kawasaki	8.5766	0.0	0.0
kazusa	8.8643	0.0	0.0308
kenya	7.8835	0.0	0.0
kb	7.8835	0.0	0.0106
kcam	9.2698	0.0	0.0055
kda	9.2698	0.0	0.0039
kdmarkers	9.2698	0.0	0.0
keap1	9.2698	0.0	0.0
keeper	9.2698	0.0	0.0096
keeps	8.5766	0.0	0.0204
kegdraw	9.2698	0.0	0.0055
kellem	9.2698	0.0	0.0
keloid	9.2698	0.0	0.0
kelp	9.2698	0.0	0.0
kenda	8.8643	0.0	0.0068
kendrick	9.2698	0.0	0.0
jobs	8.5766	0.0	0.0279
jms	9.2698	0.0	0.0039
irradiance	9.2698	0.0	0.0
isolated	7.3238	0.0	0.0178
isomer	9.2698	0.0	0.0036
isomers	8.8643	0.0	0.0205
isoquinoline	9.2698	0.0	0.0
isoscape	9.2698	0.0	0.0
isoschizomers	9.2698	0.0	0.0
isothermal	8.017	0.0	0.0
isotope	8.8643	0.0	0.0
isotoporum	9.2698	0.0	0.0
isotretinoin	9.2698	0.0	0.0
isoybean	9.2698	0.0	0.0
ispor	9.2698	0.0	0.0
israel	8.1711	0.0	0.0
israeli	8.5766	0.0	0.0
isrt	9.2698	0.0	0.0039
iss	9.2698	0.0	0.0378
issi	9.2698	0.0	0.0
isspp	9.2698	0.0	0.0
issued	9.2698	0.0	0.0
istare	9.2698	0.0	0.0
isth	8.8643	0.0	0.0
istl	9.2698	0.0	0.0
ita	9.2698	0.0	0.0
italian	7.478	0.0	0.0104
italy	7.2549	0.0	0.0068
item	7.8835	0.0	0.0047
items	7.565	0.0	0.0601
iteration	9.2698	0.0	0.006
iterative	7.6603	0.0	0.0617
iteratively	9.2698	0.0	0.0068
isolation	7.398	0.0	0.0477
isolate	8.017	0.0	0.0311
jmm	9.2698	0.0	0.0
isoforms	7.6603	0.0	0.0631
irradiation	9.2698	0.0	0.0
irregular	9.2698	0.0	0.0
irregularities	9.2698	0.0	0.0
irremediability	9.2698	0.0	0.0
irreproducibility	9.2698	0.0	0.0166
irrespective	8.8643	0.0	0.0
irri	9.2698	0.0	0.0031
irrigated	9.2698	0.0	0.0
irrigation	8.8643	0.0	0.0
irritable	9.2698	0.0	0.0
irritation	9.2698	0.0	0.0
is_a	8.8643	0.0	0.0053
isac	9.2698	0.0	0.0299
ischaemic	8.5766	0.0	0.0
ischemia	8.3535	0.0	0.0
ischemic	7.398	0.0	0.0
isfinder	9.2698	0.0	0.0283
ishlt	9.2698	0.0	0.0
isiea	9.2698	0.0	0.0
isl	9.2698	0.0	0.0
islander	9.2698	0.0	0.0
islands	8.3535	0.0	0.0071
islets	9.2698	0.0	0.0
iso	9.2698	0.0	0.0439
isocoherent	9.2698	0.0	0.0
isoelectric	8.8643	0.0	0.0
isoenzyme	9.2698	0.0	0.0096
isoenzymes	9.2698	0.0	0.0289
isoform	8.8643	0.0	0.0
itol	9.2698	0.0	0.0
itraconazole	9.2698	0.0	0.0
itraq	8.8643	0.0	0.0099
itunes	9.2698	0.0	0.0087
javascript	8.3535	0.0	0.0406
jaw	9.2698	0.0	0.0
jax	7.565	0.0	0.0172
jbrowse	7.8835	0.0	0.0214
jc	9.2698	0.0	0.0
jcmm	9.2698	0.0	0.0024
jcsg	9.2698	0.0	0.0024
jcvi	9.2698	0.0	0.0162
jda	8.8643	0.0	0.0
jdapcoo	9.2698	0.0	0.0
jec21	9.2698	0.0	0.0094
jeju	9.2698	0.0	0.0
jejuni	9.2698	0.0	0.0
jejunostomy	9.2698	0.0	0.0
jejunum	9.2698	0.0	0.0
jena	9.2698	0.0	0.0063
jensen	9.2698	0.0	0.0222
jgi	8.017	0.0	0.1203
jgi_meta_wdl	9.2698	0.0	0.0042
jiatong	9.2698	0.0	0.0
jie	9.2698	0.0	0.0
jinshan	9.2698	0.0	0.0
jips	9.2698	0.0	0.0
jira	9.2698	0.0	0.0
jirovecii	9.2698	0.0	0.0
jison	9.2698	0.0	0.0043
jlv	9.2698	0.0	0.0047
jmdc	9.2698	0.0	0.0
jmesh	9.2698	0.0	0.0
java	7.7657	0.0	0.1023
jaundice	9.2698	0.0	0.0
jatsdecoder	9.2698	0.0	0.0
ixodes	9.2698	0.0	0.0126
iubio	9.2698	0.0	0.0032
iubmb	7.8835	0.0	0.059
iud	9.2698	0.0	0.0
iupac	8.5766	0.0	0.0047
iuphar	8.5766	0.0	0.0692
iupred	8.8643	0.0	0.0
ivacaftor	9.2698	0.0	0.0
ivenomdb	9.2698	0.0	0.0
ivermectin	8.8643	0.0	0.0
ivf	9.2698	0.0	0.0
ivoire	9.2698	0.0	0.0
ixazomib	9.2698	0.0	0.0
ixekizumab	9.2698	0.0	0.0
jacketed	9.2698	0.0	0.0
jats	9.2698	0.0	0.0
jader	8.1711	0.0	0.0
jaffna	9.2698	0.0	0.0
jak	9.2698	0.0	0.0
jamaica	9.2698	0.0	0.0
james	8.8643	0.0	0.0096
janeiro	8.8643	0.0	0.0
janelia	8.3535	0.0	0.0187
jansenii	9.2698	0.0	0.0
janus	9.2698	0.0	0.0
japonica	9.2698	0.0	0.0065
japonicus	9.2698	0.0	0.0
japonicusdb	9.2698	0.0	0.0
jaspar	9.2698	0.0	0.0
governed	8.8643	0.0	0.0118
governance	7.7657	0.0	0.0105
govern	8.5766	0.0	0.0045
electromagnetic	8.5766	0.0	0.0
electrophysiological	8.5766	0.0	0.0086
electroplating	9.2698	0.0	0.0
electroporation	9.2698	0.0	-0.1882
element	7.1297	0.0	0.0502
elemental	8.5766	0.0	0.0395
elementary	8.3535	0.0	0.0
elephant	9.2698	0.0	0.0092
eleutherococcus	9.2698	0.0	0.0
elevate	8.8643	0.0	0.0092
elevated	8.1711	0.0	0.0
elevation	8.1711	0.0	0.0
elexacaftor	9.2698	0.0	0.0
elicit	8.5766	0.0	0.0
elicited	9.2698	0.0	0.0166
eligibility	9.2698	0.0	0.0
eligible	9.2698	0.0	0.0
eliminate	8.1711	0.0	0.043
eliminating	9.2698	0.0	0.0239
elimination	8.3535	0.0	0.0
elite	9.2698	0.0	0.0
elixir	8.017	0.0	0.036
elk	9.2698	0.0	0.0047
elm	8.3535	0.0	0.2076
eloquent	9.2698	0.0	0.0
elsino	8.8643	0.0	0.0
elso	9.2698	0.0	0.0
eltrombopag	9.2698	0.0	0.0
elucidate	7.8835	0.0	0.0298
elucidated	9.2698	0.0	0.0
electrophoresis	8.8643	0.0	0.0237
electrolyzed	9.2698	0.0	0.0
elusive	7.8835	0.0	0.0239
electrolytic	9.2698	0.0	0.0
eighth	8.8643	0.0	0.0105
ejection	8.017	0.0	0.0
ekc	9.2698	0.0	0.0
el	8.8643	0.0	0.009
elaborate	8.5766	0.0	0.0099
elaboration	8.8643	0.0	0.0298
elara	9.2698	0.0	-0.1022
elastin	9.2698	0.0	0.0
elbow	9.2698	0.0	0.0
eldbeta	9.2698	0.0	0.0
eldecalcitol	9.2698	0.0	0.0
elder	9.2698	0.0	0.0
eldercare	9.2698	0.0	0.0
elders	9.2698	0.0	0.0
elearning	8.8643	0.0	0.0
election	9.2698	0.0	0.0
elections	9.2698	0.0	0.0
electric	8.5766	0.0	0.0115
electroactive	9.2698	0.0	0.0
electrocardiographic	9.2698	0.0	0.0
electrocatalytic	9.2698	0.0	0.0
electrochemical	9.2698	0.0	0.0
electroconvulsive	8.8643	0.0	0.0
electrode	9.2698	0.0	0.0
electrodialysis	8.8643	0.0	0.0
electroencephalogram	9.2698	0.0	0.0
electroencephalographic	9.2698	0.0	0.0
electroencephalography	8.5766	0.0	0.0
electrolysis	9.2698	0.0	0.0
elucidating	8.017	0.0	0.0127
eluting	9.2698	0.0	0.0
en	8.3535	0.0	0.0135
emission	7.6603	0.0	0.0
emoji	9.2698	0.0	0.0
emojis	9.2698	0.0	0.0
emontotag	9.2698	0.0	0.0572
emotif	9.2698	0.0	0.0
emouse	9.2698	0.0	0.0085
empagliflozin	8.3535	0.0	0.0
empathy	9.2698	0.0	0.0
emperor	9.2698	0.0	0.0
emphasize	8.5766	0.0	0.0143
emphasized	8.8643	0.0	0.0053
emphasizes	8.8643	0.0	0.0198
emphasizing	8.8643	0.0	0.0
empiric	9.2698	0.0	0.0
empirically	9.2698	0.0	0.0064
employ	7.8835	0.0	0.017
employee	7.478	0.0	0.0
employees	7.7657	0.0	0.0
employer	9.2698	0.0	0.0
employment	7.6603	0.0	0.0065
employs	8.3535	0.0	0.0062
empower	8.8643	0.0	0.0294
empowering	9.2698	0.0	0.0024
empowerment	8.8643	0.0	0.0
empowers	8.3535	0.0	0.037
emprise	9.2698	0.0	0.0
empyema	8.8643	0.0	0.0
emr	9.2698	0.0	0.0
ems	8.5766	0.0	0.0
emtricitabine	9.2698	0.0	0.0
emma	9.2698	0.0	0.0
emirates	8.5766	0.0	0.0
elution	8.8643	0.0	0.0116
emg	8.8643	0.0	0.0
em	8.1711	0.0	0.2085
emage	8.8643	0.0	0.0113
email	8.5766	0.0	0.0171
emap	8.8643	0.0	0.0402
emapa	9.2698	0.0	0.0302
embankment	9.2698	0.0	0.0
embark	8.8643	0.0	0.0045
embarked	8.5766	0.0	0.0176
embayment	9.2698	0.0	0.0
embedded	7.6603	0.0	0.0203
embeddings	8.8643	0.0	0.0
emblcds	9.2698	0.0	0.0
emboli	9.2698	0.0	0.0
embolization	8.8643	0.0	0.0
embolus	9.2698	0.0	0.0
embracing	8.8643	0.0	0.0
embryo	8.017	0.0	0.0131
embryogenesis	9.2698	0.0	0.0069
embryological	8.5766	0.0	0.0071
embryology	9.2698	0.0	0.0037
embryonal	9.2698	0.0	0.0
embryos	8.5766	0.0	0.0241
emdatabank	8.8643	0.0	0.0553
emdb	8.5766	0.0	0.0153
emerge	8.3535	0.0	0.0099
emergence	8.1711	0.0	0.0077
emergencies	8.8643	0.0	0.0056
emergent	8.5766	0.0	0.0
emerges	9.2698	0.0	0.0073
eicu	7.6603	0.0	0.0
eichinger	9.2698	0.0	0.0
ei	9.2698	0.0	0.0151
ec2	9.2698	0.0	0.0
eccdnas	9.2698	0.0	0.0
ecg	8.3535	0.0	0.1796
ecgs	9.2698	0.0	0.0
echild	9.2698	0.0	0.0
echinobase	9.2698	0.0	0.0
echinococcosis	9.2698	0.0	0.0
echinodermata	9.2698	0.0	0.0
echinoderms	9.2698	0.0	0.0
echobase	9.2698	0.0	0.0246
echocardiographic	9.2698	0.0	0.0
echocardiography	7.8835	0.0	0.0
eclampsia	8.5766	0.0	0.0
ecm	9.2698	0.0	0.0152
ecmo	8.8643	0.0	0.0
ecod	9.2698	0.0	0.0095
ecog	9.2698	0.0	0.0
ecogene	9.2698	0.0	0.0
ecogene12	9.2698	0.0	0.0
ecogenomics	9.2698	0.0	0.0069
ecoli	9.2698	0.0	0.0061
ecologic	9.2698	0.0	0.0
ecologically	9.2698	0.0	0.0
ecologists	9.2698	0.0	0.0
ecology	7.1903	0.0	0.0248
ecomorphological	9.2698	0.0	0.0
economic	5.9556	0.0	0.0138
economically	8.1711	0.0	0.0031
economics	8.5766	0.0	0.0
economies	8.017	0.0	0.0
eccdnadb	9.2698	0.0	0.0
ec	7.7657	0.0	0.0453
ehrs	9.2698	0.0	0.0
ebs	9.2698	0.0	0.0
dyskinesia	8.8643	0.0	0.0
dyslexia	8.8643	0.0	0.0
dyslexic	9.2698	0.0	0.0
dyslipidemia	9.2698	0.0	0.0
dyspepsia	9.2698	0.0	0.0
dysphagia	8.8643	0.0	0.0
dystrophy	8.5766	0.0	0.0
e07233	9.2698	0.0	0.0
e09006	9.2698	0.0	0.0
e13	9.2698	0.0	0.0391
e3	9.2698	0.0	0.0
e58	9.2698	0.0	0.0
e9	9.2698	0.0	0.0195
eacvi	9.2698	0.0	0.0
eagle	8.8643	0.0	0.0552
ear	8.5766	0.0	0.0
earbuds	9.2698	0.0	0.0
ease	7.6603	0.0	0.0381
easing	9.2698	0.0	0.0
east	7.7657	0.0	0.0
eastern	8.017	0.0	0.0
eat	9.2698	0.0	0.0
eating	8.5766	0.0	0.0
eav	8.8643	0.0	0.0139
eawag	9.2698	0.0	0.0294
ebneo	9.2698	0.0	0.0
ebola	8.5766	0.0	0.0
ebrains	9.2698	0.0	0.0
ebrcn	9.2698	0.0	0.0
economy	6.9184	0.0	0.0
ecosystems	8.017	0.0	0.0274
ecotoxicol	9.2698	0.0	0.0
ecotoxicology	9.2698	0.0	0.0
eeg	7.6603	0.0	0.0
ef	9.2698	0.0	0.0072
efavirenz	9.2698	0.0	0.0
efemeris	8.5766	0.0	0.0
effector	8.5766	0.0	0.028
efficiencies	8.5766	0.0	0.0
effluent	8.8643	0.0	0.0
