prefix	name	homepage	uri_prefix
brt		http://brt.basisregistraties.overheid.nl/def/top10nl	http://brt.basisregistraties.overheid.nl/def/top10nl#$1
bto		https://w3c-lbd-cg.github.io/bot/index.html	https://w3id.org/bot#$1
c4n		http://vocab.deri.ie/c4n	http://vocab.deri.ie/c4n#$1
cal		http://www.w3.org/TR/rdfcal/	http://www.w3.org/2002/12/cal/ical#$1
caresses		http://caressesrobot.org/ontology	http://caressesrobot.org/ontology#$1
cart		http://purl.org/net/cartCoord#	http://purl.org/net/cartCoord#$1
caso		http://www.w3id.org/def/caso#	http://www.w3id.org/def/caso#$1
cbcm		http://w3id.org/um/cbcm/eu-cm-ontology	http://w3id.org/um/cbcm/eu-cm-ontology#$1
cbo		https://github.com/comicmeta/ComicBookOntology	http://comicmeta.org/cbo/$1
cbs		http://betalinkeddata.cbs.nl/def/cbs	http://betalinkeddata.cbs.nl/def/cbs#$1
cci		http://cookingbigdata.com/linkeddata/ccinstances	http://cookingbigdata.com/linkeddata/ccinstances#$1
cco		http://purl.org/ontology/cco/core#	http://purl.org/ontology/cco/core#$1
ccp		http://cookingbigdata.com/linkeddata/ccpricing	http://cookingbigdata.com/linkeddata/ccpricing#$1
ccr		http://cookingbigdata.com/linkeddata/ccregions	http://cookingbigdata.com/linkeddata/ccregions#$1
ccsla		http://cookingbigdata.com/linkeddata/ccsla	http://cookingbigdata.com/linkeddata/ccsla#$1
cdc		https://w3id.org/cdc	https://w3id.org/cdc#$1
cdesc		https://w3id.org/arco/ontology/context-description	https://w3id.org/arco/ontology/context-description/$1
cdm		http://purl.org/twc/ontology/cdm.owl#	http://purl.org/twc/ontology/cdm.owl#$1
cdtype		http://dublincore.org/groups/collections/collection-application-profile/	http://purl.org/cld/cdtype/$1
cem		https://w3id.org/CEMontology	https://w3id.org/CEMontology/$1
ceo		http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1	http://www.ebusiness-unibw.org/ontologies/consumerelectronics/v1#$1
cerif		http://www.eurocris.org/ontologies/cerif/1.3	http://www.eurocris.org/ontologies/cerif/1.3#$1
cert		http://www.w3.org/ns/auth/cert#	http://www.w3.org/ns/auth/cert#$1
cevent		https://w3id.org/arco/ontology/cultural-event	https://w3id.org/arco/ontology/cultural-event/$1
cff		http://purl.oclc.org/NET/ssnx/cf/cf-feature	http://purl.oclc.org/NET/ssnx/cf/cf-feature#$1
cfp		http://purl.oclc.org/NET/ssnx/cf/cf-property	http://purl.oclc.org/NET/ssnx/cf/cf-property#$1
cfrl		http://linkeddata.finki.ukim.mk/lod/ontology/cfrl#	http://linkeddata.finki.ukim.mk/lod/ontology/cfrl#$1
cgov		http://reference.data.gov.uk/def/central-government	http://reference.data.gov.uk/def/central-government/$1
chord		http://purl.org/ontology/chord/	http://purl.org/ontology/chord/$1
ci		https://privatealpha.com/ontology/content-inventory/1#	https://privatealpha.com/ontology/content-inventory/1#$1
cis		http://dati.beniculturali.it/lodview/cis/.html	http://dati.beniculturali.it/cis/$1
citedcat		https://ec-jrc.github.io/datacite-to-dcat-ap/	https://w3id.org/citedcat-ap/$1
citof		http://www.essepuntato.it/2013/03/cito-functions	http://www.essepuntato.it/2013/03/cito-functions/$1
cl		http://advene.org/cinelab/	http://advene.org/ns/cinelab/ld#$1
cld		http://dublincore.org/groups/collections/collection-application-profile/	http://purl.org/cld/terms/$1
cmo		http://purl.org/twc/ontologies/cmo.owl	http://purl.org/twc/ontologies/cmo.owl#$1
cnt		http://www.w3.org/TR/Content-in-RDF10/	http://www.w3.org/2011/content#$1
co		http://purl.org/ontology/co/core#	http://purl.org/ontology/co/core#$1
cochrane		https://data.cochrane.org/ontologies/core/index-en.html	http://data.cochrane.org/ontologies/core/$1
cocoon		https://w3id.org/cocoon/v1.0	https://w3id.org/cocoon/v1.0#$1
cogs		http://vocab.deri.ie/cogs.html	http://vocab.deri.ie/cogs#$1
cold		http://purl.org/configurationontology	http://purl.org/configurationontology#$1
coll		http://code.google.com/p/collections-ontology/	http://purl.org/co/$1
comm		http://vocab.resc.info/communication	http://vocab.resc.info/communication#$1
common		http://www.w3.org/2007/uwa/context/deliverycontext.owl	http://www.w3.org/2007/uwa/context/common.owl#$1
con		http://www.w3.org/2000/10/swap/pim/contact	http://www.w3.org/2000/10/swap/pim/contact#$1
contax		https://w3id.org/con-tax	https://w3id.org/con-tax#$1
conversion		http://purl.org/twc/vocab/conversion/	http://purl.org/twc/vocab/conversion/$1
coo		http://purl.org/coo/ns.html	http://purl.org/coo/ns#$1
core		https://w3id.org/mdo/core/	https://w3id.org/mdo/core/$1
coreo		http://purl.org/coreo	http://purl.org/coreo#$1
coun		http://www.daml.org/ontologies/352	http://www.daml.org/2001/09/countries/iso-3166-ont#$1
cpa		http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl	http://www.ontologydesignpatterns.org/schemas/cpannotationschema.owl#$1
cpmeta		http://meta.icos-cp.eu/ontologies/cpmeta/	http://meta.icos-cp.eu/ontologies/cpmeta/$1
CPSWatch		https://w3id.org/CPSWatch	https://w3id.org/CPSWatch#$1
crm		http://www.cidoc-crm.org/cidoc-crm/	http://www.cidoc-crm.org/cidoc-crm/$1
cro		http://rhizomik.net/html/ontologies/copyrightonto/	http://rhizomik.net/ontologies/copyrightonto.owl#$1
crsw		http://courseware.rkbexplorer.com/ontologies/courseware	http://courseware.rkbexplorer.com/ontologies/courseware#$1
cs		http://purl.org/vocab/changeset/schema	http://purl.org/vocab/changeset/schema#$1
csp		http://vocab.deri.ie/csp	http://vocab.deri.ie/csp#$1
csvw		http://www.w3.org/ns/csvw#	http://www.w3.org/ns/csvw#$1
ct		http://www.tele.pw.edu.pl/~sims-onto/	http://www.tele.pw.edu.pl/~sims-onto/ConnectivityType.owl#$1
ctag		http://commontag.org/Specification	http://commontag.org/ns#$1
ctlog		https://w3id.org/arco/ontology/catalogue	https://w3id.org/arco/ontology/catalogue/$1
cto		https://w3id.org/cto	https://w3id.org/cto#$1
ctorg		http://purl.org/ctic/infraestructuras/organizacion	http://purl.org/ctic/infraestructuras/organizacion#$1
ctrl		https://w3id.org/ibp/CTRLont	https://w3id.org/ibp/CTRLont#$1
ctxdesc		http://www.demcare.eu/ontologies/ctxdesc.html	http://www.demcare.eu/ontologies/contextdescriptor.owl#$1
cwmo		http://purl.org/cwmo/#	http://purl.org/cwmo/#$1
cwork		http://www.bbc.co.uk/ontologies/creativework	http://www.bbc.co.uk/ontologies/creativework/$1
cwrc		http://sparql.cwrc.ca/ontologies/cwrc	http://sparql.cwrc.ca/ontologies/cwrc#$1
d2rq		http://d2rq.org/	http://www.wiwiss.fu-berlin.de/suhl/bizer/D2RQ/0.1#$1
dady		http://vocab.deri.ie/dady	http://purl.org/NET/dady#$1
daia		https://github.com/gbv/daia/	http://purl.org/ontology/daia/$1
daq		http://butterbur04.iai.uni-bonn.de/ontologies/daq/daq#	http://purl.org/eis/vocab/daq#$1
dataid		http://wiki.dbpedia.org/projects/dbpedia-dataid	http://dataid.dbpedia.org/ns/core#$1
date		http://contextus.net/ontology/ontomedia/misc/date#	http://contextus.net/ontology/ontomedia/misc/date#$1
datex		http://vocab.datex.org/terms#	http://vocab.datex.org/terms#$1
dave		http://theme-e.adaptcentre.ie/dave/	http://theme-e.adaptcentre.ie/dave#$1
dba		https://w3id.org/dba/ontology/	https://w3id.org/dba/ontology/$1
dbm		http://purl.org/net/dbm/ontology#	http://purl.org/net/dbm/ontology#$1
dbowl		http://ontology.cybershare.utep.edu/dbowl	http://ontology.cybershare.utep.edu/dbowl/relational-to-ontology-mapping-primitive.owl#$1
dbpedia-owl		http://wiki.dbpedia.org/Ontology	http://dbpedia.org/ontology/$1
dbug		http://ontologi.es/doap-bugs#	http://ontologi.es/doap-bugs#$1
dcam		http://dublincore.org/documents/abstract-model/	http://purl.org/dc/dcam/$1
dcite		http://purl.org/spar/datacite	http://purl.org/spar/datacite/$1
dcndl		http://ndl.go.jp/dcndl/terms/	http://ndl.go.jp/dcndl/terms/$1
dco		https://w3id.org/dco	https://w3id.org/dco#$1
dctype		http://dublincore.org/documents/dcmi-type-vocabulary	http://purl.org/dc/dcmitype/$1
ddesc		https://w3id.org/arco/ontology/denotative-description	https://w3id.org/arco/ontology/denotative-description/$1
decision		http://code.google.com/p/decision-ontology/	https://decision-ontology.googlecode.com/svn/trunk/decision.owl#$1
demlab		http://www.demcare.eu/ontologies/demlab.html	http://www.demcare.eu/ontologies/demlab.owl#$1
deps		http://ontologi.es/doap-deps#	http://ontologi.es/doap-deps#$1
dfc		http://static.datafoodconsortium.org/ontologies/DFC_FullModel.owl	http://static.datafoodconsortium.org/ontologies/DFC_FullModel.owl#$1
dfc-b		http://static.datafoodconsortium.org/ontologies/DFC_BusinessOntology.owl	http://static.datafoodconsortium.org/ontologies/DFC_BusinessOntology.owl#$1
dfc-p		http://static.datafoodconsortium.org/ontologies/DFC_ProductGlossary.owl	http://static.datafoodconsortium.org/ontologies/DFC_ProductGlossary.owl#$1
dfc-t		http://static.datafoodconsortium.org/ontologies/DFC_TechnicalOntology.owl	http://static.datafoodconsortium.org/ontologies/DFC_TechnicalOntology.owl#$1
dg		https://w3id.org/dingo/	https://w3id.org/dingo#$1
dicom		http://purl.org/healthcarevocab/v1	http://purl.org/healthcarevocab/v1#$1
dio		https://w3id.org/dio	https://w3id.org/dio#$1
disco		http://rdf-vocabulary.ddialliance.org/discovery.html	http://rdf-vocabulary.ddialliance.org/discovery#$1
dita		https://github.com/ColinMaudry/dita-rdf	http://purl.org/dita/ns#$1
dk		http://www.data-knowledge.org/dk/	http://www.data-knowledge.org/dk/$1
dm2e		http://onto.dm2e.eu/schemas/dm2e	http://onto.dm2e.eu/schemas/dm2e/$1
dnbt		http://d-nb.info/standards/elementset/dnb	http://d-nb.info/standards/elementset/dnb#$1
doc		http://www.w3.org/2000/10/swap/pim/doc	http://www.w3.org/2000/10/swap/pim/doc#$1
docso		http://purl.org/ontology/dso	http://purl.org/ontology/dso#$1
dogont		http://iot-ontologies.github.io/dogont/	http://elite.polito.it/ontologies/dogont$1
donto		https://github.com/AGLDWG/dataset-ont	http://reference.data.gov.au/def/ont/dataset#$1
dot		https://w3id.org/dot#	https://w3id.org/dot#$1
dpn		http://purl.org/dpn	http://purl.org/dpn#$1
dpo		https://tetherless-world.github.io/diabetes-pharmacology-ontology/	http://purl.org/twc/dpo/ont/$1
dprov		http://promsns.org/def/decprov/	http://promsns.org/def/do#$1
dq		http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality	http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality#$1
dqc		http://semwebquality.org/ontologies/dq-constraints	http://semwebquality.org/ontologies/dq-constraints#$1
dqm		http://purl.org/dqm-vocabulary	http://purl.org/dqm-vocabulary/v1/dqm#$1
dqv		https://www.w3.org/TR/vocab-dqv/	http://www.w3.org/ns/dqv#$1
dr		http://purl.org/swan/2.0/discourse-relationships/	http://purl.org/swan/2.0/discourse-relationships/$1
drama		http://www.purl.org/drammar	http://www.purl.org/drammar#$1
drm		http://vocab.data.gov/def/drm.html	http://vocab.data.gov/def/drm#$1
ds		http://data.fundacionctic.org/vocab/catalog/datasets.html	http://purl.org/ctic/dcat#$1
dsd		https://w3id.org/dsd	https://w3id.org/dsd#$1
dsn		http://purl.org/dsnotify/vocab/eventset/	http://purl.org/dsnotify/vocab/eventset/$1
dso		http://inference-web.org/2.0/ds.owl	http://inference-web.org/2.0/ds.owl#$1
dtx_srti		http://cef.uv.es/lodroadtran18/def/transporte/dtx_srti	http://cef.uv.es/lodroadtran18/def/transporte/dtx_srti#$1
dtype		http://www.linkedmodel.org/schema/dtype	http://www.linkedmodel.org/schema/dtype#$1
dul		http://ontologydesignpatterns.org/wiki/Ontology:DOLCE+DnS_Ultralite	http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#$1
duv		http://www.w3.org/ns/duv	http://www.w3.org/ns/duv#$1
dvia		http://data.eurecom.fr/ontology/dvia/	http://purl.org/ontology/dvia#$1
eac-cpf		http://archivi.ibc.regione.emilia-romagna.it/ontology/semanticEnvironment/index.html	http://archivi.ibc.regione.emilia-romagna.it/ontology/eac-cpf/$1
earl		http://www.w3.org/TR/EARL10/	http://www.w3.org/ns/earl#$1
earth		http://linked.earth/ontology#	http://linked.earth/ontology#$1
ebg		http://data.businessgraph.io/ontology#	http://data.businessgraph.io/ontology#$1
ebucore		http://tech.ebu.ch/lang/en/MetadataEbuCore	http://www.ebu.ch/metadata/ontologies/ebucore/ebucore#$1
eccrev		https://vocab.eccenca.com/revision/	https://vocab.eccenca.com/revision/$1
ecfo		https://w3id.org/ecfo	https://w3id.org/ecfo#$1
eclap		http://www.eclap.eu/schema/eclap/	http://www.eclap.eu/schema/eclap/$1
ecpo		http://purl.org/ontology/ecpo	http://purl.org/ontology/ecpo#$1
ecrm		http://erlangen-crm.org/current/	http://erlangen-crm.org/current/$1
edac		http://elseweb.cybershare.utep.edu/ontologies	http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-edac.owl#$1
edm		http://www.europeana.eu/schemas/edm/	http://www.europeana.eu/schemas/edm/$1
edu		https://schema.edu.ee/	https://schema.edu.ee/$1
edupro		http://ns.inria.fr/semed/eduprogression/	http://ns.inria.fr/semed/eduprogression#$1
eem		http://purl.org/eem	http://purl.org/eem#$1
eeo		https://w3id.org/eeo	https://w3id.org/eeo#$1
ei2a		https://opendata.aragon.es/def/ei2a/index.en.htm	http://opendata.aragon.es/def/ei2a#$1
elec		http://purl.org/ctic/sector-publico/elecciones	http://purl.org/ctic/sector-publico/elecciones#$1
eli		http://data.europa.eu/eli/ontology	http://data.europa.eu/eli/ontology#$1
emotion		http://ns.inria.fr/emoca/	http://ns.inria.fr/emoca#$1
emp		http://purl.org/ctic/empleo/oferta	http://purl.org/ctic/empleo/oferta#$1
ends		http://labs.mondeca.com/vocab/endpointStatus/index.html	http://labs.mondeca.com/vocab/endpointStatus#$1
ep		http://eprints.org/ontology/	http://eprints.org/ontology/$1
eppl		https://github.com/TrustLens/EP-PLAN/tree/master/docs/ontologies	https://w3id.org/ep-plan#$1
eqp		https://data.nasa.gov/ontologies/atmonto/equipment#	https://data.nasa.gov/ontologies/atmonto/equipment#$1
era		http://data.europa.eu/949/	http://data.europa.eu/949/$1
esco		http://data.europa.eu/esco/model	http://data.europa.eu/esco/model#$1
essglobal		http://purl.org/essglobal/vocab/	http://purl.org/essglobal/vocab/$1
eupont		http://elite.polito.it/ontologies/eupont.owl	http://elite.polito.it/ontologies/eupont.owl#$1
eurio		http://data.europa.eu/s66#	http://data.europa.eu/s66#$1
event		http://motools.sourceforge.net/event/event.html	http://purl.org/NET/c4dm/event.owl#$1
ex		http://purl.org/net/ns/ex	http://purl.org/net/ns/ex#$1
exif		http://www.w3.org/2003/12/exif/	http://www.w3.org/2003/12/exif/ns#$1
ext		http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent	http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent#$1
fea		http://vocab.data.gov/def/fea	http://vocab.data.gov/def/fea#$1
fel		http://w3id.org/vcb/fel#	http://w3id.org/vcb/fel#$1
fiesta-iot		http://purl.org/iot/ontology/fiesta-iot	http://purl.org/iot/ontology/fiesta-iot#$1
fiesta-priv		http://purl.org/iot/ontology/fiesta-priv#	http://purl.org/iot/ontology/fiesta-iot#$1
fog		https://w3id.org/fog	https://w3id.org/fog#$1
foio		https://w3id.org/seas/FeatureOfInterestOntology	https://w3id.org/seas/FeatureOfInterestOntology/$1
food		http://data.lirmm.fr/ontologies/food	http://data.lirmm.fr/ontologies/food#$1
fowl		http://www.w3.org/TR/2003/PR-owl-guide-20031215/food	http://www.w3.org/TR/2003/PR-owl-guide-20031209/food#$1
frad		http://metadataregistry.org/schema/show/id/24.html	http://iflastandards.info/ns/fr/frad/$1
frappe		http://streamreasoning.org/ontologies/frappe#	http://streamreasoning.org/ontologies/frappe#$1
frbre		http://purl.org/vocab/frbr/extended	http://purl.org/vocab/frbr/extended#$1
fresnel		http://www.w3.org/2004/09/fresnel	http://www.w3.org/2004/09/fresnel#$1
g50k		http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/	http://data.ordnancesurvey.co.uk/ontology/50kGazetteer/$1
game		http://data.totl.net/game/	http://data.totl.net/game/$1
gc		http://www.oegov.org/core/owl/gc	http://www.oegov.org/core/owl/gc#$1
gci		http://ontology.eil.utoronto.ca/GCI/Foundation/GCI-Foundation.owl	http://ontology.eil.utoronto.ca/GCI/Foundation/GCI-Foundation.owl#$1
gcon		http://openscience.adaptcentre.ie/ontologies/GConsent/docs/ontology	https://w3id.org/GConsent#$1
gd		http://vocab.data.gov/gd.html	http://reference.data.gov/def/govdata/$1
gdprov		https://openscience.adaptcentre.ie/ontologies/GDPRov/docs/ontology	https://w3id.org/GDPRov#$1
gdprt		https://openscience.adaptcentre.ie/ontologies/GDPRtEXT/deliverables/docs/ontology	https://w3id.org/GDPRtEXT#$1
gen		https://github.com/joshhansen/vocab-gen	http://purl.org/gen/0.1#$1
geod		http://vocab.lenka.no/geo-deling	http://vocab.lenka.no/geo-deling#$1
geof		http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl	http://www.mindswap.org/2003/owl/geo/geoFeatures20040307.owl#$1
geofla		http://data.ign.fr/def/geofla	http://data.ign.fr/def/geofla#$1
geom		http://data.ign.fr/def/geometrie	http://data.ign.fr/def/geometrie#$1
geop		http://aims.fao.org/aos/geopolitical.owl	http://aims.fao.org/aos/geopolitical.owl#$1
geosp		http://rdf.geospecies.org/ont/geospecies	http://rdf.geospecies.org/ont/geospecies#$1
gf		http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature	http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature#$1
gleif-base		https://www.gleif.org/ontology/Base/	https://www.gleif.org/ontology/Base/$1
gleif-elf		https://www.gleif.org/ontology/EntityLegalForm/	https://www.gleif.org/ontology/EntityLegalForm/$1
gleif-geo		https://www.gleif.org/ontology/Geocoding/	https://www.gleif.org/ontology/Geocoding/$1
gleif-L1		https://www.gleif.org/ontology/L1/	https://www.gleif.org/ontology/L1/$1
gleif-L2		https://www.gleif.org/ontology/L2/	https://www.gleif.org/ontology/L2/$1
gleif-ra		https://www.gleif.org/ontology/RegistrationAuthority/	https://www.gleif.org/ontology/RegistrationAuthority/$1
gleif-repex		https://www.gleif.org/ontology/ReportingException/	https://www.gleif.org/ontology/ReportingException/$1
gm		http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry	http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry#$1
gml		http://www.opengis.net/ont/gml	http://www.opengis.net/ont/gml#$1
gn		http://www.geonames.org/ontology/documentation.html	http://www.geonames.org/ontology#$1
gndo		http://d-nb.info/standards/elementset/gnd#	http://d-nb.info/standards/elementset/gnd#$1
gold		http://purl.org/linguistics/gold	http://purl.org/linguistics/gold/$1
gom		https://w3id.org/gom	https://w3id.org/gom#$1
gov		http://gov.genealogy.net/ontology.owl	http://gov.genealogy.net/ontology.owl#$1
gr		http://www.heppnetz.de/ontologies/goodrelations/v1.html	http://purl.org/goodrelations/v1#$1
grddl		http://www.w3.org/2003/g/data-view	http://www.w3.org/2003/g/data-view#$1
gso		http://www.w3.org/2006/gen/ont	http://www.w3.org/2006/gen/ont#$1
gsp		http://www.opengis.net/ont/geosparql	http://www.opengis.net/ont/geosparql#$1
gtfs		https://raw.githubusercontent.com/OpenTransport/vocabulary/master/gtfs/gtfs.ttl	http://vocab.gtfs.org/terms#$1
gts		http://resource.geosciml.org/ontology/timescale/gts	http://resource.geosciml.org/ontology/timescale/gts#$1
gufo		https://github.com/nemo-ufes/gufo	http://purl.org/nemo/gufo#$1
gvp		http://vocab.getty.edu/ontology	http://vocab.getty.edu/ontology#$1
h2o		http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic	http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic#$1
ha		http://sensormeasurement.appspot.com/ont/home/homeActivity#	http://sensormeasurement.appspot.com/ont/home/homeActivity#$1
hctl		https://www.w3.org/2019/wot/hypermedia#	https://www.w3.org/2019/wot/hypermedia#$1
hdo		http://www.samos.gr/ontologies/helpdeskOnto.html	http://www.samos.gr/ontologies/helpdeskOnto.owl#$1
hifm		http://purl.org/net/hifm/ontology#	http://purl.org/net/hifm/ontology#$1
holding		http://purl.org/ontology/holding	http://purl.org/ontology/holding#$1
holy		http://purl.org/holy/ns#	http://purl.org/holy/ns#$1
hosp		http://vocab.data.gov/hosp	http://health.data.gov/def/hospital/$1
hpont		https://w3id.org/hpont	https://w3id.org/hpont#$1
hr		http://iserve.kmi.open.ac.uk/ns/hrests	http://iserve.kmi.open.ac.uk/ns/hrests#$1
hto		http://project-haystack.org/	http://vcharpenay.github.io/hto/hto.xml#$1
http		http://www.w3.org/2011/http	http://www.w3.org/2011/http#$1
hw		https://www.auto.tuwien.ac.at/projectsites/thinkhome/ontologies.html	https://www.auto.tuwien.ac.at/downloads/thinkhome/ontology/WeatherOntology.owl$1
hydra		http://www.w3.org/ns/hydra/spec/latest/core/	http://www.w3.org/ns/hydra/core#$1
iadopt		https://w3id.org/iadopt/ont	https://w3id.org/iadopt/ont/$1
ibis		https://privatealpha.com/ontology/ibis/1#	https://privatealpha.com/ontology/ibis/1#$1
ic		http://ontology.eil.utoronto.ca/icontact.owl	http://ontology.eil.utoronto.ca/icontact.owl#$1
iddo		https://w3id.org/iddo	https://w3id.org/iddo#$1
idemo		http://rdf.insee.fr/def/demo	http://rdf.insee.fr/def/demo#$1
identity		http://www.identity.org/ontologies/identity.owl	http://www.identity.org/ontologies/identity.owl#$1
ids		https://w3id.org/idsa/core	https://w3id.org/idsa/core/$1
ifc		https://w3id.org/ifc/IFC4_ADD1	https://w3id.org/ifc/IFC4_ADD1#$1
igeo		http://rdf.insee.fr/geo/index.html	http://rdf.insee.fr/def/geo#$1
ignf		http://data.ign.fr/def/ignf	http://data.ign.fr/def/ignf#$1
imo		http://imgpedia.dcc.uchile.cl/ontology	http://imgpedia.dcc.uchile.cl/ontology#$1
incident		http://vocab.resc.info/incident	http://vocab.resc.info/incident#$1
infor		http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl	http://www.ontologydesignpatterns.org/cp/owl/informationrealization.owl#$1
inno		http://purl.org/innovation/ns	http://purl.org/innovation/ns#$1
interval		http://reference.data.gov.uk/def/intervals	http://reference.data.gov.uk/def/intervals/$1
iol		http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl	http://www.ontologydesignpatterns.org/ont/dul/IOLite.owl#$1
iot-lite		http://purl.oclc.org/NET/UNIS/fiware/iot-lite#	http://purl.oclc.org/NET/UNIS/fiware/iot-lite#$1
iot-tta		https://tudorliv.github.io/IoT-TTA/	https://w3id.org/iot-tta#$1
ioto		http://www.irit.fr/recherches/MELODI/ontologies/IoT-O	http://www.irit.fr/recherches/MELODI/ontologies/IoT-O#$1
iottaxolite		http://purl.org/iot/vocab/iot-taxonomy-lite#	http://purl.org/iot/vocab/iot-taxonomy-lite#$1
ipo		http://purl.org/ipo/core	http://purl.org/ipo/core#$1
irao		http://ontology.ethereal.cz/irao	http://ontology.ethereal.cz/irao/$1
irw		http://www.ontologydesignpatterns.org/ont/web/irw.owl	http://www.ontologydesignpatterns.org/ont/web/irw.owl#$1
is		http://purl.org/ontology/is/core#	http://purl.org/ontology/is/core#$1
isbd		http://iflastandards.info/ns/isbd/elements/	http://iflastandards.info/ns/isbd/elements/$1
iso-thes		http://purl.org/iso25964/skos-thes	http://purl.org/iso25964/skos-thes#$1
iso37120		http://ontology.eil.utoronto.ca/ISO37120.html	http://ontology.eil.utoronto.ca/ISO37120.owl#$1
isoadr		http://pid.data.gov.au/websrv/reference/def/ont/iso19160-1-address/ont.ttl	http://reference.data.gov.au/def/ont/iso19160-1-address#$1
ispra		http://dati.isprambiente.it/ontology/core#	http://dati.isprambiente.it/ontology/core#$1
istex		https://data.istex.fr/ontology/istex/	https://data.istex.fr/ontology/istex#$1
itm		http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0	http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#$1
itsmo		http://ontology.it/itsmo/v1/itsmo.html	http://ontology.it/itsmo/v1#$1
ivoam		http://www.ivoa.net/rdf/messenger	http://www.ivoa.net/rdf/messenger#$1
jsonsc		https://www.w3.org/2019/wot/json-schema#	https://www.w3.org/2019/wot/json-schema#$1
jup		http://w3id.org/charta77/jup	http://w3id.org/charta77/jup/$1
juso		http://rdfs.co/juso/	http://rdfs.co/juso/$1
juso.kr		http://rdfs.co/juso/kr/	http://rdfs.co/juso/kr/$1
kdo		http://kdo.render-project.eu/kdo#	http://kdo.render-project.eu/kdo#$1
kees		http://linkeddata.center/kees/v1	http://linkeddata.center/kees/v1#$1
keys		http://purl.org/NET/c4dm/keys.owl	http://purl.org/NET/c4dm/keys.owl#$1
kgc		http://kgc.knowledge-graph.jp/ontology/kgc.owl	http://kgc.knowledge-graph.jp/ontology/kgc.owl#$1
km4c		http://www.disit.org/km4city/schema	http://www.disit.org/km4city/schema#$1
label		http://purl.org/net/vocab/2004/03/label	http://purl.org/net/vocab/2004/03/label#$1
lawd		https://github.com/lawdi/LAWD	http://lawd.info/ontology/$1
lc		http://semweb.mmlab.be/ns/linkedconnections#Ontology	http://semweb.mmlab.be/ns/linkedconnections#$1
lcy		http://purl.org/vocab/lifecycle/schema	http://purl.org/vocab/lifecycle/schema#$1
ldp		http://www.w3.org/TR/ldp/	http://www.w3.org/ns/ldp#$1
ldr		http://oeg-dev.dia.fi.upm.es/licensius/static/ldr/	http://purl.oclc.org/NET/ldr/ns#$1
ldvm		http://linked.opendata.cz/ontology/ldvm/	http://linked.opendata.cz/ontology/ldvm/$1
lemon		http://www.lemon-model.net/	http://lemon-model.net/lemon#$1
lexdcp		http://www.w3.org/ns/lemon/decomp	http://www.w3.org/ns/lemon/decomp#$1
lexinfo		http://www.lexinfo.net/ontology/2.0/lexinfo	http://www.lexinfo.net/ontology/2.0/lexinfo#$1
lgdo		http://linkedgeodata.org/Datasets	http://linkedgeodata.org/ontology/$1
lh		https://w3id.org/legalhtml/ov	https://w3id.org/legalhtml/ov#$1
li		http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage	http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage#$1
lib		http://purl.org/library/	http://purl.org/library/$1
lifecycle		http://www.irit.fr/recherches/MELODI/ontologies/IoT-Lifecycle	http://purl.org/vocab/lifecycle/schema#$1
lime		http://www.w3.org/ns/lemon/lime	http://www.w3.org/ns/lemon/lime#$1
limo		http://purl.org/limo-ontology/limo/	http://purl.org/limo-ontology/limo#$1
limoo		http://purl.org/LiMo/0.1#	http://purl.org/LiMo/0.1#$1
lingvo		https://lingvoj.linkedvocabs.org/	https://w3id.org/vocab/lingvoj#$1
lio		http://purl.org/net/lio	http://purl.org/net/lio#$1
llont		http://www.linklion.org/ontology	http://www.linklion.org/ontology#$1
lmm1		http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl	http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl#$1
lmm2		http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl	http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl#$1
loc		http://purl.org/ctic/infraestructuras/localizacion	http://purl.org/ctic/infraestructuras/localizacion#$1
locah		http://data.archiveshub.ac.uk/about.html	http://data.archiveshub.ac.uk/def/$1
locn		http://www.w3.org/ns/locn	http://www.w3.org/ns/locn#$1
lode		http://linkedevents.org/ontology/	http://linkedevents.org/ontology/$1
log		http://www.w3.org/2000/10/swap/doc/CwmBuiltins	http://www.w3.org/2000/10/swap/log#$1
