#curie_map:
#  aberowl: http://aber-owl.net/ontology/
#  agroportal: http://agroportal.lirmm.fr/ontologies/
#  bartoc: https://bartoc.org/en/node/
#  biocontext: https://bioregistry.io/metaregistry/biocontext/
#  biolink: https://bioregistry.io/metaregistry/biolink/resolve/
#  bioportal: https://bioportal.bioontology.org/ontologies/
#  bioregistry: https://bioregistry.io/registry/
#  bioregistry.schema: https://bioregistry.io/schema/#
#  cellosaurus.resource: https://bioregistry.io/metaregistry/cellosaurus/resolve/
#  cheminf: https://semanticscience.org/resource/CHEMINF_
#  cropoct: https://cropontology.org/ontology/
#  ecoportal: http://ecoportal.lifewatch.eu/ontologies/
#  edam: http://edamontology.org/data_
#  fairsharing: https://fairsharing.org/
#  go.resource: https://bioregistry.io/metaregistry/go/resolve/
#  integbio: https://catalog.integbio.jp/dbcatalog/en/record/
#  lov: https://lov.linkeddata.es/dataset/lov/vocabs/
#  miriam: https://registry.identifiers.org/registry/
#  n2t: https://bioregistry.io/metaregistry/n2t/resolve/
#  ncbi.resource: https://bioregistry.io/metaregistry/ncbi/resolve/
#  obofoundry: https://www.obofoundry.org/ontology/
#  oid: https://oid-base.com/get/
#  ols: https://www.ebi.ac.uk/ols4/ontologies/
#  ontobee: http://www.ontobee.org/ontology/
#  pathguide: http://www.pathguide.org/fullrecord.php?DBID=
#  prefixcommons: https://registry.bio2kg.org/resource/
#  re3data: https://www.re3data.org/repository/
#  rrid: https://bioregistry.io/metaregistry/rrid/resolve/
#  tib.ts: https://terminology.tib.eu/ts/ontologies/
#  togoid: https://togoid.dbcls.jp/#
#  uniprot.resource: https://www.uniprot.org/database/
#  wikidata: http://www.wikidata.org/entity/
#  zazuko: https://bioregistry.io/metaregistry/zazuko/resolve/
#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_set_id: https://github.com/biopragmatics/bioregistry/raw/main/exports/sssom/bioregistry.sssom.tsv
#mapping_set_title: Bioregistry
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	mapping_justification	creator_id	issue_tracker_item	comment
bioregistry:mixs		skos:exactMatch		aberowl:MIXS		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:mixs	Minimum Information about any (x) Sequence	skos:exactMatch		aberowl:MIXS	Minimal Information about any Sequence Ontology	semapv:UnspecifiedMatching			
bioregistry:mixs	Minimum Information about any (x) Sequence	skos:exactMatch		bioportal:MIXS	Minimal Information about any Sequence Ontology	semapv:UnspecifiedMatching			
bioregistry:mixs	Minimum Information about any (x) Sequence	skos:exactMatch		ols:gscmixs	Minimum Information about any (x) Sequence (MIxS) standard	semapv:UnspecifiedMatching			
bioregistry:mlc	MLCommons Association	skos:exactMatch		miriam:mlc	MLCommons Association	semapv:UnspecifiedMatching			
bioregistry:mmdb	Molecular Modeling Database	skos:exactMatch		biocontext:MMDB		semapv:UnspecifiedMatching			
bioregistry:mmdb		skos:exactMatch		edam:2667		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:mmdb	Molecular Modeling Database	skos:exactMatch		edam:2667	MMDB	semapv:UnspecifiedMatching			
bioregistry:mmdb	Molecular Modeling Database	skos:exactMatch		miriam:mmdb	Molecular Modeling Database	semapv:UnspecifiedMatching			
bioregistry:mmdb	Molecular Modeling Database	skos:exactMatch		n2t:mmdb	MMDB at NCBI	semapv:UnspecifiedMatching			
bioregistry:mmdb	Molecular Modeling Database	skos:exactMatch		pathguide:508	Molecular Modeling Database	semapv:UnspecifiedMatching			
bioregistry:mmdb	Molecular Modeling Database	skos:exactMatch		prefixcommons:mmdb	Molecular Modeling Database	semapv:UnspecifiedMatching			
bioregistry:mmmp.biomaps	Melanoma Molecular Map Project Biomaps	skos:exactMatch		biocontext:MMMP:BIOMAPS		semapv:UnspecifiedMatching			
bioregistry:mmmp.biomaps	Melanoma Molecular Map Project Biomaps	skos:exactMatch		biolink:mmmp.biomaps		semapv:UnspecifiedMatching			
bioregistry:mmmp.biomaps	Melanoma Molecular Map Project Biomaps	skos:exactMatch		miriam:mmmp.biomaps	Melanoma Molecular Map Project Biomaps	semapv:UnspecifiedMatching			
bioregistry:mmmp.biomaps	Melanoma Molecular Map Project Biomaps	skos:exactMatch		n2t:biomaps	main webpage	semapv:UnspecifiedMatching			
bioregistry:mmmp.biomaps	Melanoma Molecular Map Project Biomaps	skos:exactMatch		prefixcommons:mmmp	Melanoma Molecular Map Project	semapv:UnspecifiedMatching			
bioregistry:mmo	Measurement method ontology	skos:exactMatch		aberowl:MMO	Measurement method ontology	semapv:UnspecifiedMatching			
bioregistry:mmo	Measurement method ontology	skos:exactMatch		biocontext:MMO		semapv:UnspecifiedMatching			
bioregistry:mmo	Measurement method ontology	skos:exactMatch		bioportal:MMO	Measurement Method Ontology	semapv:UnspecifiedMatching			
bioregistry:mmo	Measurement method ontology	skos:exactMatch		fairsharing:FAIRsharing.bgkyd7	Measurement Method Ontology	semapv:UnspecifiedMatching			
bioregistry:mmo	Measurement method ontology	skos:exactMatch		obofoundry:mmo	Measurement method ontology	semapv:UnspecifiedMatching			
bioregistry:mmo	Measurement method ontology	skos:exactMatch		ols:mmo	Measurement method ontology	semapv:UnspecifiedMatching			
bioregistry:mmo	Measurement method ontology	skos:exactMatch		ontobee:MMO	Measurement method ontology	semapv:UnspecifiedMatching			
bioregistry:mmo	Measurement method ontology	skos:exactMatch		tib.ts:mmo		semapv:UnspecifiedMatching			
bioregistry:mmo	Measurement method ontology	skos:exactMatch		wikidata:Q81661696		semapv:UnspecifiedMatching			
bioregistry:mmp.cat	MarCat	skos:exactMatch		biocontext:MMP.CAT		semapv:UnspecifiedMatching			
bioregistry:mmp.cat	MarCat	skos:exactMatch		miriam:mmp.cat	MarCat	semapv:UnspecifiedMatching			
bioregistry:mmp.cat	MarCat	skos:exactMatch		n2t:mmp.cat	MarCat through SfB	semapv:UnspecifiedMatching			
bioregistry:mmp.db	MarDB	skos:exactMatch		biocontext:MMP.DB		semapv:UnspecifiedMatching			
bioregistry:mmp.db	MarDB	skos:exactMatch		miriam:mmp.db	MarDB	semapv:UnspecifiedMatching			
bioregistry:mmp.db	MarDB	skos:exactMatch		n2t:mmp.db	MarDB through SfB	semapv:UnspecifiedMatching			
bioregistry:mmp.fun	MarFun	skos:exactMatch		miriam:mmp.fun	MarFun	semapv:UnspecifiedMatching			
bioregistry:mmp.ref	MarRef	skos:exactMatch		biocontext:MMP.REF		semapv:UnspecifiedMatching			
bioregistry:mmp.ref	MarRef	skos:exactMatch		miriam:mmp.ref	MarRef	semapv:UnspecifiedMatching			
bioregistry:mmp.ref	MarRef	skos:exactMatch		n2t:mmp.ref	MarRef through SfB	semapv:UnspecifiedMatching			
bioregistry:mmrrc	Mutant Mouse Resource and Research Centers	skos:exactMatch		biocontext:MMRRC		semapv:UnspecifiedMatching			
bioregistry:mmrrc	Mutant Mouse Resource and Research Centers	skos:exactMatch		cellosaurus.resource:MMRRC		semapv:UnspecifiedMatching			
bioregistry:mmrrc	Mutant Mouse Resource and Research Centers	skos:exactMatch		miriam:mmrrc	MMRRC	semapv:UnspecifiedMatching			
bioregistry:mmrrc	Mutant Mouse Resource and Research Centers	skos:exactMatch		n2t:mmrrc	MMRRC  at University of North Carolina	semapv:UnspecifiedMatching			
bioregistry:mmrrc	Mutant Mouse Resource and Research Centers	skos:exactMatch		re3data:r3d100013715	Mutant Mouse Resource & Research Centers	semapv:UnspecifiedMatching			
bioregistry:mmrrc	Mutant Mouse Resource and Research Centers	skos:exactMatch		rrid:MMRRC	Mutant Mouse Regional Resource Center	semapv:UnspecifiedMatching			
bioregistry:mmsinc	MMsINC	skos:exactMatch		prefixcommons:mmsinc	MMsINC	semapv:UnspecifiedMatching			
bioregistry:mmsl	Multum MediSource Lexicon	skos:exactMatch		oid:2.16.840.1.113883.6.175		semapv:UnspecifiedMatching			
bioregistry:mmusdv	Mouse Developmental Stages	skos:exactMatch		aberowl:MMUSDV	Mouse Developmental Stages	semapv:UnspecifiedMatching			
bioregistry:mmusdv	Mouse Developmental Stages	skos:exactMatch		biocontext:MMUSDV		semapv:UnspecifiedMatching			
bioregistry:mmusdv	Mouse Developmental Stages	skos:exactMatch		biolink:MmusDv		semapv:UnspecifiedMatching			
bioregistry:mmusdv	Mouse Developmental Stages	skos:exactMatch		bioportal:MMUSDV	Mouse Developmental Stages	semapv:UnspecifiedMatching			
bioregistry:mmusdv	Mouse Developmental Stages	skos:exactMatch		fairsharing:FAIRsharing.zchb68	Mouse Developmental Stages	semapv:UnspecifiedMatching			
bioregistry:mmusdv	Mouse Developmental Stages	skos:exactMatch		obofoundry:mmusdv	Mouse Developmental Stages	semapv:UnspecifiedMatching			
bioregistry:mmusdv	Mouse Developmental Stages	skos:exactMatch		ols:mmusdv	Mouse Developmental Stages	semapv:UnspecifiedMatching			
bioregistry:mmusdv		skos:exactMatch		ontobee:MmusDv		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:mmusdv	Mouse Developmental Stages	skos:exactMatch		ontobee:MmusDv	Mouse Developmental Stages	semapv:UnspecifiedMatching			
bioregistry:mmusdv	Mouse Developmental Stages	skos:exactMatch		wikidata:Q81661698		semapv:UnspecifiedMatching			
bioregistry:mo	Microarray experimental conditions	skos:exactMatch		aberowl:MO	Microarray and Gene Expression Data Ontology	semapv:UnspecifiedMatching			
bioregistry:mo	Microarray experimental conditions	skos:exactMatch		biocontext:MO		semapv:UnspecifiedMatching			
bioregistry:mo	Microarray experimental conditions	skos:exactMatch		bioportal:MO	Microarray and Gene Expression Data Ontology	semapv:UnspecifiedMatching			
bioregistry:mo	Microarray experimental conditions	skos:exactMatch		fairsharing:FAIRsharing.qs4x5m	Microarray and Gene Expression Data Ontology	semapv:UnspecifiedMatching			
bioregistry:mo		skos:exactMatch	Not	lov:mo		semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
bioregistry:mo	Microarray experimental conditions	skos:exactMatch		miriam:mo	MGED Ontology	semapv:UnspecifiedMatching			
bioregistry:mo	Microarray experimental conditions	skos:exactMatch		n2t:mo	MGED Ontology at BioPortal	semapv:UnspecifiedMatching			
bioregistry:mo	Microarray experimental conditions	skos:exactMatch		obofoundry:mo	Microarray experimental conditions	semapv:UnspecifiedMatching			
bioregistry:mo	Microarray experimental conditions	skos:exactMatch		wikidata:Q114677897		semapv:UnspecifiedMatching			
bioregistry:mobidb	MobiDB	bioregistry.schema:0000011		bioregistry:uniprot		semapv:UnspecifiedMatching			
bioregistry:mobidb	MobiDB	skos:exactMatch		biocontext:MOBIDB		semapv:UnspecifiedMatching			
bioregistry:mobidb	MobiDB	skos:exactMatch		integbio:nbdc01956	MobiDB	semapv:UnspecifiedMatching			
bioregistry:mobidb	MobiDB	skos:exactMatch		miriam:mobidb	MobiDB	semapv:UnspecifiedMatching			
bioregistry:mobidb	MobiDB	skos:exactMatch		n2t:mobidb	MobiDB	semapv:UnspecifiedMatching			
bioregistry:mobidb	MobiDB	skos:exactMatch		pathguide:623	a database of protein disorder and mobility annotations	semapv:UnspecifiedMatching			
bioregistry:mobidb	MobiDB	skos:exactMatch		uniprot.resource:DB-0183		semapv:UnspecifiedMatching			
bioregistry:mobidb		skos:exactMatch		uniprot:DB-0183		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:mobivoc	MobiVoc Open Mobility Vocabulary 1.1.4	skos:exactMatch		tib.ts:mv		semapv:UnspecifiedMatching			
bioregistry:mod	Protein modification	skos:exactMatch		aberowl:PSIMOD	Protein Modification Ontology	semapv:UnspecifiedMatching			
bioregistry:mod		skos:exactMatch	Not	bartoc:20333		semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
bioregistry:mod	Protein modification	skos:exactMatch		biocontext:MOD		semapv:UnspecifiedMatching			
bioregistry:mod	Protein modification	skos:exactMatch		bioportal:PSIMOD	Protein Modification Ontology	semapv:UnspecifiedMatching			
bioregistry:mod	Protein modification	skos:exactMatch		fairsharing:FAIRsharing.2m4ms9	PSI Protein Modifications Ontology	semapv:UnspecifiedMatching			
bioregistry:mod	Protein modification	skos:exactMatch		go.resource:PSI-MOD		semapv:UnspecifiedMatching			
bioregistry:mod		skos:exactMatch	Not	lov:mod		semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
bioregistry:mod	Protein modification	skos:exactMatch		miriam:mod	Protein Modification Ontology	semapv:UnspecifiedMatching			
bioregistry:mod	Protein modification	skos:exactMatch		n2t:mod	Protein modifications ontology through BioPortal	semapv:UnspecifiedMatching			
bioregistry:mod	Protein modification	skos:exactMatch		obofoundry:mod	Protein modification	semapv:UnspecifiedMatching			
bioregistry:mod	Protein modification	skos:exactMatch		ols:mod	Protein modification	semapv:UnspecifiedMatching			
bioregistry:mod		skos:exactMatch		ontobee:MOD		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:mod	Protein modification	skos:exactMatch		ontobee:MOD	Protein modification	semapv:UnspecifiedMatching			
bioregistry:mod	Protein modification	skos:exactMatch		prefixcommons:psi.mod	Protein Modification ontology	semapv:UnspecifiedMatching			
bioregistry:mod	Protein modification	skos:exactMatch		tib.ts:mod		semapv:UnspecifiedMatching			
bioregistry:mod	Protein modification	skos:exactMatch		wikidata:Q81661700		semapv:UnspecifiedMatching			
bioregistry:modalia	MoDALIA Ontology	skos:exactMatch		bartoc:20825	MoDALIA Ontology	semapv:UnspecifiedMatching			
bioregistry:modalia		skos:exactMatch	Not	re3data:r3d100014403		semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
bioregistry:modalia	MoDALIA Ontology	skos:exactMatch		tib.ts:modalia		semapv:UnspecifiedMatching			
bioregistry:modeldb	ModelDB	skos:exactMatch		biocontext:MODELDB		semapv:UnspecifiedMatching			
bioregistry:modeldb		skos:exactMatch		edam:2669		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:modeldb	ModelDB	skos:exactMatch		edam:2669	ModelDB	semapv:UnspecifiedMatching			
bioregistry:modeldb	ModelDB	skos:exactMatch		integbio:nbdc02085	ModelDB	semapv:UnspecifiedMatching			
bioregistry:modeldb	ModelDB	skos:exactMatch		miriam:modeldb	ModelDB	semapv:UnspecifiedMatching			
bioregistry:modeldb	ModelDB	skos:exactMatch		n2t:modeldb	ModelDB at SenseLab	semapv:UnspecifiedMatching			
bioregistry:modeldb	ModelDB	skos:exactMatch		prefixcommons:modeldb	ModelDB	semapv:UnspecifiedMatching			
bioregistry:modeldb	ModelDB	skos:exactMatch		re3data:r3d100011330	ModelDB	semapv:UnspecifiedMatching			
bioregistry:modsci	Modern Science Ontology	skos:exactMatch		aberowl:ModSci	Modern Science Ontology	semapv:UnspecifiedMatching			
bioregistry:modsci	Modern Science Ontology	skos:exactMatch		bioportal:MODSCI	Modern Science Ontology	semapv:UnspecifiedMatching			
bioregistry:modsci	Modern Science Ontology	skos:exactMatch		lov:modsci	ModSci, Modern Science Ontology.	semapv:UnspecifiedMatching			
bioregistry:modsci	Modern Science Ontology	skos:exactMatch		tib.ts:modsci		semapv:UnspecifiedMatching			
bioregistry:moid	Metadata Management and distribution system for Multiple GNSS Networks	skos:exactMatch		miriam:moid	Metadata Management and distribution system for Multiple GNSS Networks	semapv:UnspecifiedMatching			
bioregistry:molbase	Molbase	skos:exactMatch		biocontext:MOLBASE		semapv:UnspecifiedMatching			
bioregistry:molbase	Molbase	skos:exactMatch		miriam:molbase	Molbase	semapv:UnspecifiedMatching			
bioregistry:molbase	Molbase	skos:exactMatch		n2t:molbase	Molbase at Chinese Academy of Sciences	semapv:UnspecifiedMatching			
bioregistry:molmedb	MolMeDB	skos:exactMatch		miriam:molmedb	MolMeDB	semapv:UnspecifiedMatching			
bioregistry:molmovdb	Database of Macromolecular Movements	skos:exactMatch		integbio:nbdc00573	The database of molecular motions	semapv:UnspecifiedMatching			
bioregistry:molmovdb	Database of Macromolecular Movements	skos:exactMatch		prefixcommons:molmovdb	Database of Macromolecular Movements	semapv:UnspecifiedMatching			
bioregistry:mona	MoNA spectrum ID	skos:exactMatch		re3data:r3d100012318	MoNA	semapv:UnspecifiedMatching			
bioregistry:mona	MoNA spectrum ID	skos:exactMatch		wikidata:P13537	MoNA spectrum ID	semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		aberowl:MONDO	Mondo Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		bartoc:20699	Mondo Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		biocontext:MONDO		semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		bioportal:MONDO	Mondo Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		fairsharing:FAIRsharing.b2979t	Monarch Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		integbio:nbdc02563	Mondo Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		miriam:mondo	Mondo Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		obofoundry:mondo	Mondo Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		ols:mondo	Mondo Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		ontobee:MONDO	Mondo Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:mondo		skos:exactMatch		togoid:Mondo		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		togoid:Mondo	MONDO	semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		wikidata:P5270	Mondo ID	semapv:UnspecifiedMatching			
bioregistry:mondo	Mondo Disease Ontology	skos:exactMatch		wikidata:Q27468140	Mondo ID	semapv:UnspecifiedMatching			
bioregistry:mop	Molecular Process Ontology	skos:exactMatch		aberowl:MOP	Molecular Process Ontology	semapv:UnspecifiedMatching			
bioregistry:mop		skos:exactMatch	Not	bartoc:20466		semapv:MappingReview	orcid:0000-0001-9439-5346	bioregistry.issue:1457	
bioregistry:mop	Molecular Process Ontology	skos:exactMatch		biocontext:MOP		semapv:UnspecifiedMatching			
bioregistry:mop	Molecular Process Ontology	skos:exactMatch		bioportal:MOP	Molecular Process Ontology	semapv:UnspecifiedMatching			
bioregistry:mop	Molecular Process Ontology	skos:exactMatch		fairsharing:FAIRsharing.mct09a	Molecular Process Ontology	semapv:UnspecifiedMatching			
bioregistry:mop	Molecular Process Ontology	skos:exactMatch		obofoundry:mop	Molecular Process Ontology	semapv:UnspecifiedMatching			
bioregistry:mop	Molecular Process Ontology	skos:exactMatch		ols:mop	MOP	semapv:UnspecifiedMatching			
bioregistry:mop	Molecular Process Ontology	skos:exactMatch		ontobee:MOP	Molecular Process Ontology	semapv:UnspecifiedMatching			
bioregistry:mop	Molecular Process Ontology	skos:exactMatch		tib.ts:mop		semapv:UnspecifiedMatching			
bioregistry:mop	Molecular Process Ontology	skos:exactMatch		wikidata:Q81661705		semapv:UnspecifiedMatching			
bioregistry:morpheus	Morpheus model repository	skos:exactMatch		miriam:morpheus	Morpheus model repository	semapv:UnspecifiedMatching			
bioregistry:mosaic	MOSAiC Ontology	skos:exactMatch		aberowl:MOSAIC	The MOSAiC Ontology	semapv:UnspecifiedMatching			
bioregistry:mosaic	MOSAiC Ontology	skos:exactMatch		bioportal:MOSAIC	The MOSAiC Ontology	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	bioregistry.schema:0000018		bioregistry:chiro		semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	bioregistry.schema:0000018		bioregistry:scdo		semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		aberowl:MP	Mammalian Phenotype Ontology	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		bartoc:20697	Mammalian Phenotype Ontology	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		biocontext:MP		semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		bioportal:MP	Mammalian Phenotype Ontology	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		fairsharing:FAIRsharing.kg1x4z	Mammalian Phenotype Ontology	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		miriam:mp	Mammalian Phenotype Ontology	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		n2t:mp	Mammalian Phenotype Ontology through BioPortal	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		obofoundry:mp	Mammalian Phenotype Ontology	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		ols:mp	The Mammalian Phenotype Ontology	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		ontobee:MP	Mammalian Phenotype Ontology	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		prefixcommons:mp	Mammalian phenotype	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		togoid:Mp	Mammalian Phenotype Ontology	semapv:UnspecifiedMatching			
bioregistry:mp	Mammalian Phenotype Ontology	skos:exactMatch		wikidata:Q81661707		semapv:UnspecifiedMatching			
bioregistry:mpath	Mouse pathology ontology	skos:exactMatch		aberowl:MPATH	Mouse pathology ontology	semapv:UnspecifiedMatching			
bioregistry:mpath	Mouse pathology ontology	skos:exactMatch		biocontext:MPATH		semapv:UnspecifiedMatching			
bioregistry:mpath	Mouse pathology ontology	skos:exactMatch		bioportal:MPATH	Mouse Pathology Ontology	semapv:UnspecifiedMatching			
bioregistry:mpath	Mouse pathology ontology	skos:exactMatch		fairsharing:FAIRsharing.3wbgm0	Mouse PATHology	semapv:UnspecifiedMatching			
bioregistry:mpath		skos:exactMatch	Not	integbio:nbdc01568		semapv:MappingReview	orcid:0009-0009-5240-7463		
bioregistry:mpath	Mouse pathology ontology	skos:exactMatch		obofoundry:mpath	Mouse pathology ontology	semapv:UnspecifiedMatching			
bioregistry:mpath	Mouse pathology ontology	skos:exactMatch		ols:mpath	Mouse pathology ontology	semapv:UnspecifiedMatching			
bioregistry:mpath	Mouse pathology ontology	skos:exactMatch		ontobee:MPATH	Mouse pathology	semapv:UnspecifiedMatching			
bioregistry:mpath	Mouse pathology ontology	skos:exactMatch		prefixcommons:mpath	Mouse pathology	semapv:UnspecifiedMatching			
bioregistry:mpath	Mouse pathology ontology	skos:exactMatch		wikidata:Q55118458		semapv:UnspecifiedMatching			
bioregistry:mpid	Microbial Protein Interaction Database	skos:exactMatch		biocontext:MPID		semapv:UnspecifiedMatching			
bioregistry:mpid	Microbial Protein Interaction Database	skos:exactMatch		miriam:mpid	Microbial Protein Interaction Database	semapv:UnspecifiedMatching			
bioregistry:mpid	Microbial Protein Interaction Database	skos:exactMatch		n2t:mpid	Microbial Protein Interaction Database	semapv:UnspecifiedMatching			
bioregistry:mpid	Microbial Protein Interaction Database	skos:exactMatch		pathguide:559	Magnaporthe grisea Protein-protein Interaction Database	semapv:UnspecifiedMatching			
bioregistry:mpid	Microbial Protein Interaction Database	skos:exactMatch		prefixcommons:mpi	Microbial Protein Interaction Database	semapv:UnspecifiedMatching			
bioregistry:mpio	Minimum PDDI Information Ontology	skos:exactMatch		aberowl:MPIO	Minimum PDDI Information Ontology	semapv:UnspecifiedMatching			
bioregistry:mpio	Minimum PDDI Information Ontology	skos:exactMatch		biocontext:MPIO		semapv:UnspecifiedMatching			
bioregistry:mpio	Minimum PDDI Information Ontology	skos:exactMatch		bioportal:MPIO	Minimum PDDI Information Ontology	semapv:UnspecifiedMatching			
bioregistry:mpio	Minimum PDDI Information Ontology	skos:exactMatch		obofoundry:mpio	Minimum PDDI Information Ontology	semapv:UnspecifiedMatching			
bioregistry:mpio	Minimum PDDI Information Ontology	skos:exactMatch		ols:mpio	Minimum PDDI Information Ontology	semapv:UnspecifiedMatching			
bioregistry:mpio	Minimum PDDI Information Ontology	skos:exactMatch		ontobee:MPIO	Minimum PDDI Information Ontology	semapv:UnspecifiedMatching			
bioregistry:mpio	Minimum PDDI Information Ontology	skos:exactMatch		wikidata:Q81661711		semapv:UnspecifiedMatching			
bioregistry:mro	MHC Restriction Ontology	skos:exactMatch		aberowl:MRO	MHC Restriction Ontology	semapv:UnspecifiedMatching			
bioregistry:mro	MHC Restriction Ontology	skos:exactMatch		biocontext:MRO		semapv:UnspecifiedMatching			
bioregistry:mro		skos:exactMatch	Not	bioportal:MRO		semapv:ManualMappingCuration	orcid:0000-0001-9439-5346	bioregistry.issue:1262	
bioregistry:mro	MHC Restriction Ontology	skos:exactMatch		fairsharing:FAIRsharing.k893xa	MHC Restriction Ontology	semapv:UnspecifiedMatching			
bioregistry:mro	MHC Restriction Ontology	skos:exactMatch		obofoundry:mro	MHC Restriction Ontology	semapv:UnspecifiedMatching			
bioregistry:mro	MHC Restriction Ontology	skos:exactMatch		ols:mro	MHC Restriction Ontology	semapv:UnspecifiedMatching			
bioregistry:mro	MHC Restriction Ontology	skos:exactMatch		ontobee:MRO	MHC Restriction Ontology	semapv:UnspecifiedMatching			
bioregistry:mro	MHC Restriction Ontology	skos:exactMatch		wikidata:Q81661712		semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	bioregistry.schema:0000017		bioregistry:pato		semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	bioregistry.schema:0000017		bioregistry:uo		semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	skos:exactMatch		aberowl:MS	Mass spectrometry ontology	semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	skos:exactMatch		biocontext:MS		semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	skos:exactMatch		bioportal:MS	Mass Spectrometry Ontology	semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	skos:exactMatch		miriam:ms	Mass Spectrometry Controlled Vocabulary	semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	skos:exactMatch		n2t:ms	Mass Spectrometry Controlled Vocabulary through BioPortal	semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	skos:exactMatch		obofoundry:ms	Mass spectrometry ontology	semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	skos:exactMatch		ols:ms	Mass spectrometry ontology	semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	skos:exactMatch		ontobee:MS	Mass spectrometry ontology	semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	skos:exactMatch		tib.ts:ms		semapv:UnspecifiedMatching			
bioregistry:ms	Mass spectrometry ontology	skos:exactMatch		wikidata:Q81661714		semapv:UnspecifiedMatching			
bioregistry:msc	Mathematics Subject Classification	skos:exactMatch		bartoc:474	Mathematics Subject Classification	semapv:UnspecifiedMatching			
bioregistry:msigdb	Molecular Signatures Database	skos:exactMatch		biolink:MSigDB		semapv:UnspecifiedMatching			
