#curie_map:
#  aberowl: http://aber-owl.net/ontology/
#  agroportal: http://agroportal.lirmm.fr/ontologies/
#  bartoc: https://bartoc.org/en/node/
#  biocontext: https://bioregistry.io/metaregistry/biocontext/
#  biolink: https://bioregistry.io/metaregistry/biolink/resolve/
#  bioportal: https://bioportal.bioontology.org/ontologies/
#  bioregistry: https://bioregistry.io/registry/
#  bioregistry.schema: https://bioregistry.io/schema/#
#  cellosaurus.resource: https://bioregistry.io/metaregistry/cellosaurus/resolve/
#  cheminf: https://semanticscience.org/resource/CHEMINF_
#  cropoct: https://cropontology.org/ontology/
#  ecoportal: http://ecoportal.lifewatch.eu/ontologies/
#  edam: http://edamontology.org/data_
#  fairsharing: https://fairsharing.org/
#  go.resource: https://bioregistry.io/metaregistry/go/resolve/
#  integbio: https://catalog.integbio.jp/dbcatalog/en/record/
#  lov: https://lov.linkeddata.es/dataset/lov/vocabs/
#  miriam: https://registry.identifiers.org/registry/
#  n2t: https://bioregistry.io/metaregistry/n2t/resolve/
#  ncbi.resource: https://bioregistry.io/metaregistry/ncbi/resolve/
#  obofoundry: https://www.obofoundry.org/ontology/
#  oid: https://oid-base.com/get/
#  ols: https://www.ebi.ac.uk/ols4/ontologies/
#  ontobee: http://www.ontobee.org/ontology/
#  pathguide: http://www.pathguide.org/fullrecord.php?DBID=
#  prefixcommons: https://registry.bio2kg.org/resource/
#  re3data: https://www.re3data.org/repository/
#  rrid: https://bioregistry.io/metaregistry/rrid/resolve/
#  tib.ts: https://terminology.tib.eu/ts/ontologies/
#  togoid: https://togoid.dbcls.jp/#
#  uniprot.resource: https://www.uniprot.org/database/
#  wikidata: http://www.wikidata.org/entity/
#  zazuko: https://bioregistry.io/metaregistry/zazuko/resolve/
#license: https://creativecommons.org/publicdomain/zero/1.0/
#mapping_set_id: https://github.com/biopragmatics/bioregistry/raw/main/exports/sssom/bioregistry.sssom.tsv
#mapping_set_title: Bioregistry
subject_id	subject_label	predicate_id	predicate_modifier	object_id	object_label	mapping_justification	creator_id	issue_tracker_item	comment
bioregistry:dbest		skos:exactMatch		integbio:nbdc00413		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:dbest	dbEST	skos:exactMatch		integbio:nbdc00413	Expressed Sequence Tags database	semapv:UnspecifiedMatching			
bioregistry:dbest	dbEST	skos:exactMatch		miriam:dbest	dbEST	semapv:UnspecifiedMatching			
bioregistry:dbest	dbEST	skos:exactMatch		n2t:dbest	dbEST at NCBI	semapv:UnspecifiedMatching			
bioregistry:dbest	dbEST	skos:exactMatch		ncbi.resource:dbEST		semapv:UnspecifiedMatching			
bioregistry:dbest	dbEST	skos:exactMatch		prefixcommons:dbest	EST database maintained at the NCBI.	semapv:UnspecifiedMatching			
bioregistry:dbest	dbEST	skos:exactMatch		re3data:r3d100010648	Expressed Sequence Tags database	semapv:UnspecifiedMatching			
bioregistry:dbg2introns	DBG2 Introns	skos:exactMatch		biocontext:DBG2INTRONS		semapv:UnspecifiedMatching			
bioregistry:dbg2introns	DBG2 Introns	skos:exactMatch		miriam:dbg2introns	DBG2 Introns	semapv:UnspecifiedMatching			
bioregistry:dbg2introns	DBG2 Introns	skos:exactMatch		n2t:dbg2introns	Bacterial Group II Introns at University of Calgary	semapv:UnspecifiedMatching			
bioregistry:dbg2introns	DBG2 Introns	skos:exactMatch		prefixcommons:mgiid	Mobile group II introns database	semapv:UnspecifiedMatching			
bioregistry:dbgap	Database of Genotypes and Phenotypes	skos:exactMatch		biocontext:DBGAP		semapv:UnspecifiedMatching			
bioregistry:dbgap	Database of Genotypes and Phenotypes	skos:exactMatch		cellosaurus.resource:dbGAP		semapv:UnspecifiedMatching			
bioregistry:dbgap	Database of Genotypes and Phenotypes	skos:exactMatch		integbio:nbdc00414	Genotypes and Phenotypes	semapv:UnspecifiedMatching			
bioregistry:dbgap	Database of Genotypes and Phenotypes	skos:exactMatch		miriam:dbgap	dbGaP	semapv:UnspecifiedMatching			
bioregistry:dbgap	Database of Genotypes and Phenotypes	skos:exactMatch		n2t:dbgap	dbGaP through NCBI	semapv:UnspecifiedMatching			
bioregistry:dblp.author	DBLP author ID	skos:exactMatch		wikidata:P2456	DBLP author ID	semapv:UnspecifiedMatching			
bioregistry:dblp.publication	DBLP publication ID	skos:exactMatch		wikidata:P8978	DBLP publication ID	semapv:UnspecifiedMatching			
bioregistry:dbmhc	Database of human Major Histocompatibility Complex	bioregistry.schema:0000018		bioregistry:cellosaurus		semapv:UnspecifiedMatching			
bioregistry:dbmhc	Database of human Major Histocompatibility Complex	skos:exactMatch		cellosaurus.resource:dbMHC		semapv:UnspecifiedMatching			
bioregistry:dbmhc	Database of human Major Histocompatibility Complex	skos:exactMatch		integbio:nbdc01831	dbMHC	semapv:UnspecifiedMatching			
bioregistry:dbo	DBPedia Ontology	skos:exactMatch		zazuko:dbo		semapv:UnspecifiedMatching			
bioregistry:dbpedia.property	DBPedia Property	bioregistry.schema:0000018		bioregistry:fovt		semapv:UnspecifiedMatching			
bioregistry:dbpedia.resource	DBPedia Resource	skos:exactMatch		re3data:r3d100011713	DBpedia	semapv:UnspecifiedMatching			
bioregistry:dbprobe	dbProbe	skos:exactMatch		biocontext:DBPROBE		semapv:UnspecifiedMatching			
bioregistry:dbprobe	dbProbe	skos:exactMatch		edam:2719	dbProbe	semapv:UnspecifiedMatching			
bioregistry:dbprobe	dbProbe	skos:exactMatch		miriam:dbprobe	dbProbe	semapv:UnspecifiedMatching			
bioregistry:dbprobe	dbProbe	skos:exactMatch		n2t:dbprobe	dbProbe at NCBI	semapv:UnspecifiedMatching			
bioregistry:dbprobe	dbProbe	skos:exactMatch		ncbi.resource:dbProbe		semapv:UnspecifiedMatching			
bioregistry:dbprobe	dbProbe	skos:exactMatch		prefixcommons:dbprobe	NCBI Probe database Public registry of nucleic acid reagents	semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		biocontext:dbSNP		semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		cellosaurus.resource:dbSNP		semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		edam:1106	dbSNP	semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		go.resource:dbSNP		semapv:UnspecifiedMatching			
bioregistry:dbsnp		skos:exactMatch		go:dbSNP		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:dbsnp	dbSNP	skos:exactMatch		integbio:nbdc00206	The Single Nucleotide Polymorphism Database (dbSNP)	semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		miriam:dbsnp	dbSNP	semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		n2t:dbsnp	dbSNP at NCBI	semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		ncbi.resource:dbSNP		semapv:UnspecifiedMatching			
bioregistry:dbsnp		skos:exactMatch		ncbi:dbSNP		semapv:MappingReview	orcid:0009-0009-5240-7463		
bioregistry:dbsnp	dbSNP	skos:exactMatch		oid:2.16.840.1.113883.6.284		semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		prefixcommons:dbsnp	Database of single nucleotide polymorphism	semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		re3data:r3d100010652	dbSNP	semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		togoid:Dbsnp	dbSNP	semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		uniprot.resource:DB-0013		semapv:UnspecifiedMatching			
bioregistry:dbsnp	dbSNP	skos:exactMatch		wikidata:P6861	dbSNP Reference SNP number	semapv:UnspecifiedMatching			
bioregistry:dc		skos:exactMatch		aberowl:dcelements		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:dc	Dublin Core Elements (1.1)	skos:exactMatch		aberowl:dcelements	dcelements	semapv:UnspecifiedMatching			
bioregistry:dc	Dublin Core Elements (1.1)	skos:exactMatch		biocontext:dc		semapv:UnspecifiedMatching			
bioregistry:dc	Dublin Core Elements (1.1)	skos:exactMatch		bioportal:DC	Dublin Core	semapv:UnspecifiedMatching			
bioregistry:dc	Dublin Core Elements (1.1)	skos:exactMatch		fairsharing:FAIRsharing.3nx7t	Dublin Core Metadata Element Set	semapv:UnspecifiedMatching			
bioregistry:dc	Dublin Core Elements (1.1)	skos:exactMatch		lov:dce	Dublin Core Metadata Element Set	semapv:UnspecifiedMatching			
bioregistry:dc	Dublin Core Elements (1.1)	skos:exactMatch		ols:dc		semapv:UnspecifiedMatching			
bioregistry:dc	Dublin Core Elements (1.1)	skos:exactMatch		zazuko:dc11		semapv:UnspecifiedMatching			
bioregistry:dc_cl	Dendritic cell	skos:exactMatch		biocontext:DC_CL		semapv:UnspecifiedMatching			
bioregistry:dc_cl	Dendritic cell	skos:exactMatch		fairsharing:FAIRsharing.kn0d5v	Dendritic cell	semapv:UnspecifiedMatching			
bioregistry:dc_cl	Dendritic cell	skos:exactMatch		obofoundry:dc_cl	Dendritic cell	semapv:UnspecifiedMatching			
bioregistry:dcam	Dublin Core Metadata Initiative Abstract Model	skos:exactMatch		lov:dcam	DCMI Abstract Model	semapv:UnspecifiedMatching			
bioregistry:dcam	Dublin Core Metadata Initiative Abstract Model	skos:exactMatch		zazuko:dcam		semapv:UnspecifiedMatching			
bioregistry:dcat	Data Catalog	skos:exactMatch		aberowl:DCAT	Data Catalog Vocabulary	semapv:UnspecifiedMatching			
bioregistry:dcat	Data Catalog	skos:exactMatch		biocontext:dcat		semapv:UnspecifiedMatching			
bioregistry:dcat	Data Catalog	skos:exactMatch		biolink:dcat		semapv:UnspecifiedMatching			
bioregistry:dcat	Data Catalog	skos:exactMatch		bioportal:DCAT	Data Catalog Vocabulary	semapv:UnspecifiedMatching			
bioregistry:dcat	Data Catalog	skos:exactMatch		lov:dcat	Data Catalog Vocabulary	semapv:UnspecifiedMatching			
bioregistry:dcat	Data Catalog	skos:exactMatch		ols:dcat		semapv:UnspecifiedMatching			
bioregistry:dcat	Data Catalog	skos:exactMatch		tib.ts:dcat3		semapv:UnspecifiedMatching			
bioregistry:dcat	Data Catalog	skos:exactMatch		zazuko:dcat		semapv:UnspecifiedMatching			
bioregistry:dcterms		skos:exactMatch		aberowl:dcterms		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:dcterms	Dublin Core Metadata Initiative Terms	skos:exactMatch		aberowl:dcterms	dcterms	semapv:UnspecifiedMatching			
bioregistry:dcterms	Dublin Core Metadata Initiative Terms	skos:exactMatch		biocontext:dcterms		semapv:UnspecifiedMatching			
bioregistry:dcterms	Dublin Core Metadata Initiative Terms	skos:exactMatch		biolink:dct		semapv:UnspecifiedMatching			
bioregistry:dcterms	Dublin Core Metadata Initiative Terms	skos:exactMatch		bioportal:DCTERMS	DCMI Metadata Terms: properties in /terms/ namespace	semapv:UnspecifiedMatching			
bioregistry:dcterms	Dublin Core Metadata Initiative Terms	skos:exactMatch		fairsharing:FAIRsharing.9vtwjs	Dublin Core Metadata Initiative Terms	semapv:UnspecifiedMatching			
bioregistry:dcterms	Dublin Core Metadata Initiative Terms	skos:exactMatch		lov:dcterms	DCMI Metadata Terms	semapv:UnspecifiedMatching			
bioregistry:dcterms	Dublin Core Metadata Initiative Terms	skos:exactMatch		ols:dcterms		semapv:UnspecifiedMatching			
bioregistry:dcterms	Dublin Core Metadata Initiative Terms	skos:exactMatch		tib.ts:dcterms		semapv:UnspecifiedMatching			
bioregistry:dcterms	Dublin Core Metadata Initiative Terms	skos:exactMatch		zazuko:dcterms		semapv:UnspecifiedMatching			
bioregistry:dctypes	Dublin Core Types	skos:exactMatch		aberowl:DCMITYPE	DCMI Type Vocabulary	semapv:UnspecifiedMatching			
bioregistry:dctypes	Dublin Core Types	skos:exactMatch		biocontext:dctypes		semapv:UnspecifiedMatching			
bioregistry:dctypes	Dublin Core Types	skos:exactMatch		bioportal:DCMITYPE	DCMI Type Vocabulary	semapv:UnspecifiedMatching			
bioregistry:dctypes	Dublin Core Types	skos:exactMatch		zazuko:dcmitype		semapv:UnspecifiedMatching			
bioregistry:ddanat	Dictyostelium discoideum anatomy	skos:exactMatch		aberowl:DDANAT	Dictyostelium discoideum anatomy	semapv:UnspecifiedMatching			
bioregistry:ddanat	Dictyostelium discoideum anatomy	skos:exactMatch		biocontext:DDANAT		semapv:UnspecifiedMatching			
bioregistry:ddanat	Dictyostelium discoideum anatomy	skos:exactMatch		bioportal:DDANAT	Dictyostelium Discoideum Anatomy Ontology	semapv:UnspecifiedMatching			
bioregistry:ddanat	Dictyostelium discoideum anatomy	skos:exactMatch		fairsharing:FAIRsharing.z656ab	Dictyostelium Anatomy Ontology	semapv:UnspecifiedMatching			
bioregistry:ddanat	Dictyostelium discoideum anatomy	skos:exactMatch		go.resource:DDANAT		semapv:UnspecifiedMatching			
bioregistry:ddanat	Dictyostelium discoideum anatomy	skos:exactMatch		obofoundry:ddanat	Dictyostelium discoideum anatomy	semapv:UnspecifiedMatching			
bioregistry:ddanat	Dictyostelium discoideum anatomy	skos:exactMatch		ols:ddanat	Dicty Anatomy Ontology (DDANAT)	semapv:UnspecifiedMatching			
bioregistry:ddanat	Dictyostelium discoideum anatomy	skos:exactMatch		ontobee:DDANAT	Dictyostelium discoideum anatomy	semapv:UnspecifiedMatching			
bioregistry:ddanat	Dictyostelium discoideum anatomy	skos:exactMatch		prefixcommons:ddanat	Dictyostelium discoideum anatomy	semapv:UnspecifiedMatching			
bioregistry:ddanat	Dictyostelium discoideum anatomy	skos:exactMatch		wikidata:Q81661582		semapv:UnspecifiedMatching			
bioregistry:ddc	Dewey Decimal Classification	skos:exactMatch		bartoc:241	Dewey Decimal Classification	semapv:UnspecifiedMatching			
bioregistry:ddc	Dewey Decimal Classification	skos:exactMatch		wikidata:Q48460		semapv:UnspecifiedMatching			
bioregistry:ddi	Data Documentation Initiative Vocabulary	skos:exactMatch		aberowl:DDI	Ontology for Drug Discovery Investigations	semapv:UnspecifiedMatching			
bioregistry:ddi	Data Documentation Initiative Vocabulary	skos:exactMatch		bioportal:DDI	Ontology for Drug Discovery Investigations	semapv:UnspecifiedMatching			
bioregistry:ddi	Data Documentation Initiative Vocabulary	skos:exactMatch		fairsharing:FAIRsharing.pf2qyq	Ontology for Drug Discovery Investigations	semapv:UnspecifiedMatching			
bioregistry:ddi	Data Documentation Initiative Vocabulary	skos:exactMatch		prefixcommons:ddi	Ontology for Drug Discovery Investigations	semapv:UnspecifiedMatching			
bioregistry:ddpheno	Dictyostelium discoideum phenotype ontology	skos:exactMatch		aberowl:DDPHENO	Dictyostelium discoideum phenotype ontology	semapv:UnspecifiedMatching			
bioregistry:ddpheno	Dictyostelium discoideum phenotype ontology	skos:exactMatch		biocontext:DDPHENO		semapv:UnspecifiedMatching			
bioregistry:ddpheno	Dictyostelium discoideum phenotype ontology	skos:exactMatch		bioportal:DDPHENO	Dictyostelium Discoideum Phenotype Ontology	semapv:UnspecifiedMatching			
bioregistry:ddpheno	Dictyostelium discoideum phenotype ontology	skos:exactMatch		fairsharing:FAIRsharing.9c1p18	Dictyostelium Phenotype Ontology	semapv:UnspecifiedMatching			
bioregistry:ddpheno	Dictyostelium discoideum phenotype ontology	skos:exactMatch		obofoundry:ddpheno	Dictyostelium discoideum phenotype ontology	semapv:UnspecifiedMatching			
bioregistry:ddpheno	Dictyostelium discoideum phenotype ontology	skos:exactMatch		ols:ddpheno	Dicty Phenotype Ontology (DDPHENO)	semapv:UnspecifiedMatching			
bioregistry:ddpheno	Dictyostelium discoideum phenotype ontology	skos:exactMatch		ontobee:DDPHENO	Dictyostelium discoideum phenotype ontology	semapv:UnspecifiedMatching			
bioregistry:ddpheno	Dictyostelium discoideum phenotype ontology	skos:exactMatch		wikidata:Q81661585		semapv:UnspecifiedMatching			
bioregistry:decipher	DECIPHER CNV Syndromes	skos:exactMatch		biocontext:DECIPHER		semapv:UnspecifiedMatching			
bioregistry:degradome	Degradome Database	skos:exactMatch		biocontext:DEGRADOME		semapv:UnspecifiedMatching			
bioregistry:degradome	Degradome Database	skos:exactMatch		miriam:degradome	Degradome Database	semapv:UnspecifiedMatching			
bioregistry:degradome	Degradome Database	skos:exactMatch		n2t:degradome	Degradome Database at	semapv:UnspecifiedMatching			
bioregistry:deo	Discourse Elements Ontology	skos:exactMatch		fairsharing:FAIRsharing.39fd58	Discourse Elements Ontology	semapv:UnspecifiedMatching			
bioregistry:deo	Discourse Elements Ontology	skos:exactMatch		lov:deo	The Discourse Elements Ontology	semapv:UnspecifiedMatching			
bioregistry:depmap	DepMap Cell Lines	skos:exactMatch		cellosaurus.resource:DepMap		semapv:UnspecifiedMatching			
bioregistry:depod	Human Dephosphorylation Database	bioregistry.schema:0000011		bioregistry:hgnc.symbol		semapv:UnspecifiedMatching			
bioregistry:depod	Human Dephosphorylation Database	skos:exactMatch		biocontext:DEPOD		semapv:UnspecifiedMatching			
bioregistry:depod	Human Dephosphorylation Database	skos:exactMatch		miriam:depod	DEPOD	semapv:UnspecifiedMatching			
bioregistry:depod	Human Dephosphorylation Database	skos:exactMatch		n2t:depod	DEPOD at EMBL	semapv:UnspecifiedMatching			
bioregistry:depod	Human Dephosphorylation Database	skos:exactMatch		pathguide:584	the human DEPhOsphorylation Database	semapv:UnspecifiedMatching			
bioregistry:depod	Human Dephosphorylation Database	skos:exactMatch		re3data:r3d100011936	DEPOD	semapv:UnspecifiedMatching			
bioregistry:depod	Human Dephosphorylation Database	skos:exactMatch		uniprot.resource:DB-0190		semapv:UnspecifiedMatching			
bioregistry:dermo	Human Dermatological Disease Ontology	skos:exactMatch		aberowl:DERMO	Human Dermatological Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:dermo	Human Dermatological Disease Ontology	skos:exactMatch		bioportal:DERMO	Human Dermatological Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:dermo	Human Dermatological Disease Ontology	skos:exactMatch		fairsharing:FAIRsharing.k008w7	Human Dermatological Disease Ontology	semapv:UnspecifiedMatching			
bioregistry:destatis.subject	Destatis subject classification	skos:exactMatch		tib.ts:destf		semapv:UnspecifiedMatching			
bioregistry:dev.ga4ghdos	Development Data Object Service	skos:exactMatch		biocontext:DEV.GA4GHDOS		semapv:UnspecifiedMatching			
bioregistry:dev.ga4ghdos	Development Data Object Service	skos:exactMatch		miriam:dev.ga4ghdos	Development Data Object Service	semapv:UnspecifiedMatching			
bioregistry:dev.ga4ghdos	Development Data Object Service	skos:exactMatch		n2t:dev.ga4ghdos	Data Object Service	semapv:UnspecifiedMatching			
bioregistry:dfg.fo	DFG Classification of Subject Areas Ontology - 2020-2024	skos:exactMatch		tib.ts:dfgfo		semapv:UnspecifiedMatching			
bioregistry:dggr	Kyoto Stock Center	skos:exactMatch		rrid:DGGR	Kyoto Stock Center	semapv:UnspecifiedMatching			
bioregistry:dgrc	Drosophila Genomics Resource Center	skos:exactMatch		cellosaurus.resource:DGRC		semapv:UnspecifiedMatching			
bioregistry:dgrc	Drosophila Genomics Resource Center	skos:exactMatch		integbio:nbdc00048	Drosophila Genetic Resource Consortium	semapv:UnspecifiedMatching			
bioregistry:dhba	Developing Human Brain Atlas	skos:exactMatch		ols:dhba	Developing Human Brain Atlas Ontology	semapv:UnspecifiedMatching			
bioregistry:dialnet.article	Dialnet article ID	skos:exactMatch		wikidata:P1610	Dialnet article ID	semapv:UnspecifiedMatching			
bioregistry:dialnet.author	Dialnet author ID	skos:exactMatch		wikidata:P1607	Dialnet author ID	semapv:UnspecifiedMatching			
bioregistry:dialnet.book	Dialnet book ID	skos:exactMatch		wikidata:P1608	Dialnet book ID	semapv:UnspecifiedMatching			
bioregistry:dialnet.journal	Dialnet journal ID	skos:exactMatch		wikidata:P1609	Dialnet journal ID	semapv:UnspecifiedMatching			
bioregistry:dicom	Healthcare metadata - DICOM ontology	skos:exactMatch		aberowl:DICOM	Healthcare metadata - DICOM ontology	semapv:UnspecifiedMatching			
bioregistry:dicom	Healthcare metadata - DICOM ontology	skos:exactMatch		bioportal:DICOM	Healthcare metadata - DICOM ontology	semapv:UnspecifiedMatching			
bioregistry:dicom		skos:exactMatch		fairsharing:FAIRsharing.b7z8by		semapv:MappingReview	orcid:0009-0009-5240-7463		
bioregistry:dicom		skos:exactMatch	Not	lov:dicom		semapv:ManualMappingCuration	orcid:0000-0003-4423-4370		
bioregistry:dicom	Healthcare metadata - DICOM ontology	skos:exactMatch		oid:1.2.840.10008.2.16.4		semapv:UnspecifiedMatching			
bioregistry:dictybase	dictyBase	skos:exactMatch		biocontext:dictyBase		semapv:UnspecifiedMatching			
bioregistry:dictybase	dictyBase	skos:exactMatch		go.resource:dictyBase		semapv:UnspecifiedMatching			
bioregistry:dictybase		skos:exactMatch		go:dictyBase		semapv:MappingReview	orcid:0009-0009-5240-7463		
bioregistry:dictybase	dictyBase	skos:exactMatch		integbio:nbdc00420	dictyBase	semapv:UnspecifiedMatching			
bioregistry:dictybase	dictyBase	skos:exactMatch		ncbi.resource:dictyBase		semapv:UnspecifiedMatching			
bioregistry:dictybase		skos:exactMatch		ncbi:dictyBase		semapv:ManualMappingCuration	orcid:0009-0008-8406-631X	bioregistry.issue:1496	
bioregistry:dictybase	dictyBase	skos:exactMatch		prefixcommons:dictybase	Dictyostelium discoideum online informatics resource	semapv:UnspecifiedMatching			
bioregistry:dictybase	dictyBase	skos:exactMatch		re3data:r3d100010586	dictybase	semapv:UnspecifiedMatching			
bioregistry:dictybase	dictyBase	skos:exactMatch		uniprot.resource:DB-0015		semapv:UnspecifiedMatching			
bioregistry:dictybase.est	dictyBase Expressed Sequence Tag	skos:exactMatch		biocontext:DICTYBASE.EST		semapv:UnspecifiedMatching			
bioregistry:dictybase.est	dictyBase Expressed Sequence Tag	skos:exactMatch		miriam:dictybase.est	Dictybase EST	semapv:UnspecifiedMatching			
bioregistry:dictybase.est	dictyBase Expressed Sequence Tag	skos:exactMatch		n2t:dictybase.est	Dictybase Gene at Northwestern University	semapv:UnspecifiedMatching			
bioregistry:dictybase.gene	Dictybase Gene	BFO:0000050		bioregistry:dictybase		semapv:UnspecifiedMatching			
bioregistry:dictybase.gene	Dictybase Gene	skos:exactMatch		biocontext:DICTYBASE.GENE		semapv:UnspecifiedMatching			
bioregistry:dictybase.gene	Dictybase Gene	skos:exactMatch		miriam:dictybase.gene	Dictybase Gene	semapv:UnspecifiedMatching			
bioregistry:dictybase.gene	Dictybase Gene	skos:exactMatch		n2t:dictybase.gene	Dictybase Gene at Northwestern University	semapv:UnspecifiedMatching			
bioregistry:did	Decentralized Identifier	skos:exactMatch		miriam:did	Decentralized Identifiers (DIDs)	semapv:UnspecifiedMatching			
bioregistry:did	Decentralized Identifier	skos:exactMatch		n2t:did	Decentralized Identifiers (DIDs)	semapv:UnspecifiedMatching			
bioregistry:dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	skos:exactMatch		aberowl:DIDEO	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	semapv:UnspecifiedMatching			
bioregistry:dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	skos:exactMatch		biocontext:DIDEO		semapv:UnspecifiedMatching			
bioregistry:dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	skos:exactMatch		bioportal:DIDEO	Drug Interaction and Evidence Ontology	semapv:UnspecifiedMatching			
bioregistry:dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	skos:exactMatch		fairsharing:FAIRsharing.9y8f0n	The Potential Drug-drug Interaction and Potential Drug-drug Interaction Evidence Ontology	semapv:UnspecifiedMatching			
bioregistry:dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	skos:exactMatch		obofoundry:dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	semapv:UnspecifiedMatching			
bioregistry:dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	skos:exactMatch		ols:dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	semapv:UnspecifiedMatching			
bioregistry:dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	skos:exactMatch		ontobee:DIDEO	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	semapv:UnspecifiedMatching			
bioregistry:dideo	Drug-drug Interaction and Drug-drug Interaction Evidence Ontology	skos:exactMatch		wikidata:Q81661586		semapv:UnspecifiedMatching			
bioregistry:digitalconstruction.energy	Digital Construction Energy Ontology	skos:exactMatch		tib.ts:dices		semapv:UnspecifiedMatching			
bioregistry:digitalconstruction.lifecycle	Digital Construction Lifecycle (dicl)	skos:exactMatch		tib.ts:dicl		semapv:UnspecifiedMatching			
bioregistry:digitalconstruction.occupancy	Digital Construction Occupancy	skos:exactMatch		tib.ts:dicob		semapv:UnspecifiedMatching			
bioregistry:dinto	The Drug-Drug Interactions Ontology	skos:exactMatch		aberowl:DINTO	The Drug-Drug Interactions Ontology	semapv:UnspecifiedMatching			
bioregistry:dinto	The Drug-Drug Interactions Ontology	skos:exactMatch		biocontext:DINTO		semapv:UnspecifiedMatching			
bioregistry:dinto	The Drug-Drug Interactions Ontology	skos:exactMatch		bioportal:DINTO	The Drug-Drug Interactions Ontology	semapv:UnspecifiedMatching			
bioregistry:dinto	The Drug-Drug Interactions Ontology	skos:exactMatch		fairsharing:FAIRsharing.dgh9j9	The Drug-Drug Interactions Ontology	semapv:UnspecifiedMatching			
bioregistry:dinto	The Drug-Drug Interactions Ontology	skos:exactMatch		obofoundry:dinto	The Drug-Drug Interactions Ontology	semapv:UnspecifiedMatching			
bioregistry:dinto	The Drug-Drug Interactions Ontology	skos:exactMatch		ontobee:DINTO	The Drug-Drug Interactions Ontology	semapv:UnspecifiedMatching			
bioregistry:dip	Database of Interacting Proteins	skos:exactMatch		biocontext:DIP		semapv:UnspecifiedMatching			
bioregistry:dip	Database of Interacting Proteins	skos:exactMatch		edam:2616	DIP	semapv:UnspecifiedMatching			
bioregistry:dip	Database of Interacting Proteins	skos:exactMatch		integbio:nbdc00049	Database of Interacting Proteins	semapv:UnspecifiedMatching			
bioregistry:dip	Database of Interacting Proteins	skos:exactMatch		miriam:dip	Database of Interacting Proteins	semapv:UnspecifiedMatching			
bioregistry:dip	Database of Interacting Proteins	skos:exactMatch		n2t:dip	Database of interacting proteins	semapv:UnspecifiedMatching			
bioregistry:dip	Database of Interacting Proteins	skos:exactMatch		pathguide:3	Database of Interacting Proteins	semapv:UnspecifiedMatching			
bioregistry:dip	Database of Interacting Proteins	skos:exactMatch		prefixcommons:dip	Database of Interacting Proteins	semapv:UnspecifiedMatching			
bioregistry:dip	Database of Interacting Proteins	skos:exactMatch		re3data:r3d100010670	Database of Interacting Proteins	semapv:UnspecifiedMatching			
bioregistry:dip	Database of Interacting Proteins	skos:exactMatch		uniprot.resource:DB-0016		semapv:UnspecifiedMatching			
bioregistry:discoverx	DiscoverX cell line products	skos:exactMatch		cellosaurus.resource:DiscoverX		semapv:UnspecifiedMatching			
bioregistry:disdriv	Disease Drivers Ontology	skos:exactMatch		aberowl:DISDRIV	Disease Drivers Ontology	semapv:UnspecifiedMatching			
bioregistry:disdriv	Disease Drivers Ontology	skos:exactMatch		bioportal:DISDRIV	Disease Drivers Ontology	semapv:UnspecifiedMatching			
bioregistry:disdriv	Disease Drivers Ontology	skos:exactMatch		obofoundry:disdriv	Disease Drivers Ontology	semapv:UnspecifiedMatching			
